"sequence","AccelerometerX","AccelerometerY","AccelerometerZ","GyroscopeX","GyroscopeY","GyroscopeZ"
1935,58,-1025,-2,-5,8,5
1936,-105,-1001,86,1,-7,23
1937,-98,-966,38,-12,9,3
1938,195,-978,33,-11,21,-2
1939,95,-981,33,-15,29,38
1940,-158,-969,-3,-23,26,50
1941,-134,-967,58,-10,14,18
1942,187,-953,5,-10,18,-3
1943,-50,-1057,26,-18,48,25
1944,-20,-933,30,-10,19,31
1945,35,-989,62,-10,6,33
1946,-91,-968,24,-11,5,28
1947,145,-997,-6,-13,22,21
1948,-211,-992,56,-15,25,28
1949,45,-968,4,-10,14,17
1950,-115,-941,81,-13,6,17
1951,227,-986,-86,-15,-1,10
1952,-161,-977,149,-13,44,41
1953,-159,-925,21,-14,6,6
1954,142,-1042,15,-5,14,18
1955,-151,-1001,41,-18,-31,27
1956,27,-912,25,-7,-22,8
1957,0,-1044,11,-11,14,4
1958,101,-926,-9,-22,-45,3
1959,-34,-971,66,-33,15,34
1960,-95,-1030,31,-12,12,26
1961,89,-908,62,-11,10,9
1962,87,-1030,10,-15,20,25
1963,-131,-970,-5,-14,35,34
1964,-104,-925,93,-11,13,22
1965,189,-1024,-32,-9,19,14
1966,-47,-991,43,-3,-18,31
1967,-95,-960,41,-9,18,26
1968,41,-991,28,-14,18,17
1969,34,-997,24,-11,8,21
1970,21,-975,17,-11,12,28
1971,-45,-983,29,-17,23,34
1972,-163,-977,47,-10,12,24
1973,3,-935,9,-9,11,5
1974,156,-1095,-37,6,55,14
1975,-127,-823,112,-10,29,38
1976,-123,-977,44,-20,10,10
1977,139,-1035,10,-6,16,16
1978,-60,-968,78,-21,11,26
1979,56,-965,-40,-18,11,16
1980,-9,-1013,23,-12,8,12
1981,32,-903,51,-14,-4,11
1982,-64,-976,5,-26,11,38
1983,-111,-1002,57,-9,10,25
1984,157,-913,74,-14,8,9
1985,35,-969,16,-7,11,23
1986,-7,-994,6,-17,30,32
1987,-199,-953,13,-5,15,39
1988,217,-1020,-19,-12,-1,21
1989,-220,-977,74,-15,0,26
1990,70,-992,16,-13,9,8
1991,-13,-988,53,-13,12,13
1992,40,-953,30,-9,9,25
1993,66,-957,23,-16,38,35
1994,-116,-971,63,-5,34,31
1995,-201,-1033,34,-11,12,17
1996,56,-1009,-15,-21,-2,8
1997,90,-881,25,-34,64,19
1998,-198,-946,68,-14,18,15
1999,134,-1008,22,-13,8,-3
2000,70,-1013,25,-7,0,23
2001,54,-971,52,-7,-47,30
2002,-49,-979,-27,-15,11,34
2003,-140,-925,67,-8,22,15
2004,111,-867,13,-11,-4,9
2005,-173,-1052,68,-18,22,22
2006,102,-935,35,-14,16,10
2007,167,-1006,16,-12,19,40
2008,-149,-1010,-1,-13,6,43
2009,-94,-903,16,-7,-2,26
2010,-29,-1030,67,-13,12,10
2011,91,-991,-17,-10,27,18
2012,-9,-952,47,-24,8,30
2013,-12,-943,48,-16,26,19
2014,-1,-971,55,-9,13,16
2015,-11,-1034,55,-7,4,19
2016,7,-989,-47,-16,-19,28
2017,-168,-1000,49,-15,13,30
2018,-33,-807,65,-12,16,8
2019,286,-989,-23,-23,-40,-6
2020,-249,-1030,85,-25,11,30
2021,-119,-980,59,-14,13,15
2022,217,-1018,-21,-5,18,2
2023,203,-976,43,-19,2,25
2024,-276,-940,-2,-17,12,40
2025,-21,-931,17,-9,12,13
2026,208,-939,60,3,11,23
2027,-300,-954,45,-3,10,34
2028,211,-923,49,-5,13,5
2029,-41,-1018,15,-10,9,24
2030,-40,-931,47,-14,13,21
2031,54,-990,-9,-15,14,37
2032,-142,-1017,27,-12,14,37
2033,61,-911,51,-8,12,18
2034,-36,-1043,-27,-6,-43,11
2035,-53,-951,89,-14,-32,13
2036,-61,-965,34,-15,17,9
2037,93,-1069,-1,-6,10,19
2038,83,-945,18,-10,6,33
2039,-162,-935,58,-7,4,28
2040,-61,-1006,18,-8,12,5
2041,112,-918,-4,-19,57,4
2042,-43,-1016,56,-9,47,32
2043,-95,-981,71,-14,12,21
2044,77,-975,12,-12,16,6
2045,143,-979,52,-12,0,20
2046,-105,-952,-15,-16,8,37
2047,-145,-971,39,-13,12,24
2048,266,-994,-4,-9,1,13
2049,-123,-987,41,-19,-17,31
2050,-73,-966,41,-11,11,25
2051,61,-995,41,-10,14,16
2052,-86,-997,41,-9,14,26
2053,64,-985,5,-13,8,25
2054,0,-980,34,-11,13,30
2055,-72,-934,26,-11,7,28
2056,-45,-1000,65,-16,13,8
2057,344,-862,-34,-13,64,17
2058,-525,-1066,110,-12,26,42
2059,118,-911,15,-16,16,11
2060,-111,-1075,20,-6,16,18
2061,101,-924,39,-20,-4,-2
2062,28,-971,37,-14,9,14
2063,-42,-1012,-14,-7,5,23
2064,57,-939,15,-11,43,28
2065,-9,-1020,47,-3,49,39
2066,-165,-932,31,-12,20,13
2067,81,-961,61,-13,17,-3
2068,14,-1039,39,-12,5,20
2069,76,-903,29,-5,-10,35
2070,-89,-974,55,-8,12,37
2071,30,-986,-31,-12,14,29
2072,-124,-1021,-21,-13,51,28
2073,25,-949,100,-15,0,10
2074,4,-1013,20,-13,14,15
2075,50,-977,31,-9,8,23
2076,73,-993,0,-5,1,33
2077,-113,-977,58,1,-2,31
2078,-117,-961,40,-11,9,19
2079,16,-983,55,-13,12,4
2080,334,-902,-36,0,-83,3
2081,-425,-1045,94,-11,-3,43
2082,-19,-922,15,-13,17,13
2083,76,-1048,31,-9,13,3
2084,60,-948,45,-17,54,6
2085,38,-997,-8,-12,33,23
2086,-104,-993,10,-11,8,34
2087,131,-934,12,-21,-38,26
2088,-123,-1004,74,-28,7,36
2089,-153,-942,27,-11,10,-2
2090,197,-966,69,-6,12,5
2091,-32,-1015,-7,-14,29,40
2092,23,-904,26,-11,29,41
2093,-112,-990,60,-12,13,24
2094,148,-998,-16,-16,30,21
2095,-220,-1005,39,-12,37,28
2096,111,-958,34,-10,6,9
2097,39,-1002,54,-11,13,26
2098,-59,-959,26,-10,12,25
2099,20,-967,3,-3,38,25
2100,-129,-1053,50,-12,14,19
2101,-62,-862,36,-8,10,14
2102,172,-1056,-31,-25,-28,12
2103,-120,-900,65,-29,4,29
2104,-169,-952,90,-14,11,6
2105,226,-1048,-24,-6,15,1
2106,40,-979,81,2,26,27
2107,-69,-962,-27,-7,15,34
2108,-84,-968,12,-10,24,20
2109,118,-903,66,-18,27,11
2110,-74,-974,18,-21,36,35
2111,-107,-1016,44,-9,6,18
2112,280,-946,36,-8,10,20
2113,-200,-939,45,-11,9,40
2114,38,-1013,-34,-15,16,28
2115,-183,-984,50,-8,15,28
2116,129,-998,15,-11,2,7
2117,61,-953,31,-19,-60,14
2118,-79,-967,57,-14,-1,26
2119,-66,-987,42,-16,25,23
2120,-27,-1033,-12,-7,17,22
2121,150,-967,19,-7,18,19
2122,-166,-963,104,-5,9,29
2123,-30,-836,-18,-11,11,11
2124,109,-971,-10,-18,16,4
2125,-79,-960,78,-8,53,42
2126,-141,-956,63,-13,17,11
2127,156,-1000,-10,-10,11,-14
2128,193,-971,72,-10,-18,19
2129,-140,-969,-21,-22,-21,53
2130,-222,-973,39,-10,13,32
2131,261,-886,12,-2,16,-3
2132,-129,-969,39,-15,53,21
2133,-10,-953,42,-9,11,21
2134,94,-972,55,-9,7,32
2135,-148,-945,32,-13,5,34
2136,158,-972,-5,-15,17,24
2137,-237,-1007,56,-9,13,26
2138,70,-974,1,-9,7,12
2139,-29,-1026,8,-15,15,24
2140,223,-900,47,-16,-64,16
2141,-325,-998,88,-21,28,23
2142,156,-965,-12,-7,3,2
2143,-95,-1054,86,-9,5,30
2144,108,-913,-36,-25,25,31
2145,-227,-972,31,-11,11,24
2146,-3,-981,47,-11,5,-10
2147,205,-1017,30,-8,30,7
2148,-127,-997,22,-6,19,36
2149,-48,-906,85,-9,20,16
2150,175,-979,21,-13,14,9
2151,74,-1028,-4,-11,13,33
2152,-275,-955,32,-14,12,38
2153,2,-962,-35,-12,12,13
2154,162,-1020,91,-14,50,24
2155,-116,-933,37,-5,22,29
2156,8,-995,22,-13,9,15
2157,58,-996,21,-8,15,25
2158,-7,-979,46,-13,13,30
2159,-15,-992,24,-13,17,30
2160,-22,-961,18,-9,7,29
2161,-300,-952,51,-11,11,17
2162,213,-1032,-62,-5,-14,-2
2163,168,-870,62,-31,-21,24
2164,-326,-928,110,-18,10,21
2165,190,-1003,-7,-12,14,15
2166,-188,-1036,50,-6,14,23
2167,159,-902,-6,-7,62,15
2168,-92,-1042,36,-12,14,18
2169,54,-935,22,-9,10,7
2170,41,-995,15,-16,71,36
2171,-179,-1025,39,-11,19,37
2172,62,-885,61,-13,20,0
2173,63,-993,35,-11,12,15
2174,114,-982,29,-16,9,30
2175,-260,-931,-6,-13,16,41
2176,181,-1016,6,-10,15,19
2177,-106,-989,52,-9,-19,26
2178,-33,-990,23,-16,-13,17
2179,-31,-1005,25,-7,9,17
2180,63,-966,64,-11,10,15
2181,71,-957,43,-12,13,27
2182,-48,-1010,1,-7,-15,33
2183,-86,-942,67,-12,15,26
2184,-81,-960,4,-8,12,13
2185,5,-1086,-21,-2,37,15
2186,-109,-872,96,-3,23,34
2187,-49,-960,35,-19,15,-5
2188,197,-1018,7,-8,19,0
2189,-41,-991,92,-12,-5,31
2190,74,-966,-53,-16,-2,30
2191,-101,-1022,26,-9,12,27
2192,24,-853,54,-3,-6,12
2193,-55,-982,30,-25,22,21
2194,-154,-1024,34,-12,0,11
2195,271,-937,64,-13,15,11
2196,-30,-1028,-4,-10,15,42
2197,44,-853,40,-2,20,42
2198,-286,-1018,77,-9,14,25
2199,227,-1018,-67,-11,8,10
2200,-171,-979,38,-17,-36,31
2201,16,-988,78,-19,12,15
2202,94,-985,2,-10,14,11
2203,-8,-963,47,-9,13,19
2204,-7,-1035,0,-10,3,30
2205,-94,-941,78,-2,-5,38
2206,-253,-1000,34,-11,9,15
2207,195,-980,-16,-12,16,4
2208,126,-921,0,-5,97,24
2209,-286,-953,114,-13,-5,16
2210,55,-1012,18,-11,10,-1
2211,225,-1008,4,-7,24,21
2212,-16,-961,53,-5,-32,37
2213,-151,-966,-11,-12,7,23
2214,36,-951,70,-8,12,5
2215,44,-916,-9,-6,4,23
2216,-158,-1053,80,-12,17,34
2217,136,-967,38,-14,17,12
2218,1,-996,24,-11,16,34
2219,-51,-970,21,-17,8,22
2220,-10,-970,-58,-7,8,28
2221,-73,-990,91,-11,13,25
2222,147,-913,5,-10,15,17
2223,-11,-1079,33,0,36,33
2224,-137,-933,71,-10,9,28
2225,-66,-988,24,-8,8,5
2226,99,-965,54,-5,9,6
2227,98,-1002,-15,-21,19,24
2228,-211,-1006,-13,-18,18,43
2229,15,-897,84,-12,15,12
2230,140,-942,1,-31,16,4
2231,-205,-1058,67,-22,27,21
2232,-28,-960,69,-11,10,8
2233,173,-990,26,-10,16,13
2234,77,-1000,-2,-15,52,34
2235,-175,-938,24,-10,9,32
2236,-12,-931,7,-11,5,12
2237,171,-971,63,-21,47,22
2238,-246,-984,17,-14,19,41
2239,133,-930,41,-8,1,18
2240,-47,-994,44,-13,6,26
2241,27,-975,11,-13,17,18
2242,-53,-989,50,-12,27,29
2243,-6,-1008,12,-8,9,28
2244,-12,-970,7,-11,10,24
2245,-36,-980,11,-17,39,25
2246,-31,-943,39,-11,50,27
2247,-114,-989,65,-14,17,5
2248,188,-947,28,-5,12,11
2249,-114,-1070,67,-15,46,31
2250,51,-920,-25,-12,29,32
2251,-159,-992,34,-14,13,15
2252,112,-890,-9,-5,10,-7
2253,49,-1043,81,-20,-71,8
2254,-146,-967,30,-14,19,30
2255,85,-942,33,-12,20,20
2256,96,-1001,37,-9,11,28
2257,-136,-988,8,2,-14,23
2258,-37,-933,55,-10,10,8
2259,115,-1019,-21,-12,11,18
2260,17,-943,55,-9,19,39
2261,-103,-1012,45,-10,12,40
2262,-33,-975,-5,-9,10,16
2263,73,-975,62,-10,11,9
2264,-24,-1015,32,-10,11,24
2265,2,-969,11,-7,-7,27
2266,0,-953,35,-10,10,31
2267,-191,-989,20,-14,13,18
2268,87,-988,-13,-17,27,3
2269,189,-935,95,-6,-45,22
2270,-353,-950,77,-18,23,30
2271,141,-990,-22,-10,15,12
2272,-125,-1021,60,-15,16,19
2273,136,-940,-2,-17,42,2
2274,-1,-1019,18,-9,11,12
2275,-61,-960,5,-4,-25,22
2276,180,-950,55,-34,-61,29
2277,-229,-988,43,-14,10,33
2278,50,-901,78,-10,16,0
2279,34,-1051,-22,-6,9,16
2280,41,-985,40,-19,16,26
2281,-124,-912,-3,-8,12,38
2282,101,-986,57,-15,10,17
2283,-114,-1019,-12,0,1,30
2284,-27,-953,82,-15,5,18
2285,33,-995,17,-9,6,12
2286,48,-986,38,-13,12,22
2287,108,-948,48,-11,13,31
2288,-174,-992,7,-11,36,37
2289,-57,-972,22,-11,11,11
2290,-64,-990,12,-12,5,8
2291,114,-1051,19,-29,-38,20
2292,-261,-875,77,-20,4,30
2293,153,-958,27,-10,8,-10
2294,33,-1028,22,-7,15,14
2295,31,-957,45,1,-55,18
2296,30,-998,-15,-10,3,35
2297,-135,-966,53,-12,3,23
2298,194,-857,20,-15,51,10
2299,-172,-1049,27,-11,43,25
2300,-27,-961,76,-13,10,14
2301,158,-1002,33,-12,11,30
2302,2,-952,19,-9,7,45
2303,-163,-922,47,-6,9,27
2304,-62,-1055,-42,-12,14,8
2305,146,-990,29,-15,31,23
2306,-142,-954,68,-16,7,30
2307,121,-990,-1,-15,18,16
2308,-16,-1000,59,-10,17,22
2309,-111,-982,61,-13,19,18
2310,180,-974,-72,-7,55,30
2311,-300,-973,119,-14,16,33
2312,-38,-934,14,-11,12,6
2313,167,-1016,-39,-29,-30,4
2314,-44,-862,84,-29,8,14
2315,-138,-975,75,-17,16,14
2316,172,-1048,-28,-6,13,11
2317,120,-979,77,-7,-2,31
2318,-154,-954,-4,-13,-5,35
2319,-148,-1048,-25,-11,16,12
2320,86,-781,119,-15,31,13
2321,-63,-982,-3,-12,42,29
2322,71,-1028,52,-13,14,14
2323,186,-915,35,-13,15,39
2324,-300,-1008,41,-18,11,37
2325,130,-926,-42,-4,12,18
2326,-146,-1045,98,-8,14,23
2327,82,-940,8,-8,15,16
2328,36,-970,-21,-3,-29,24
2329,-75,-992,84,-8,13,21
2330,-5,-977,34,-15,12,11
2331,-13,-1047,8,-8,5,18
2332,93,-935,12,-15,-19,24
2333,-103,-962,81,-14,-6,32
2334,-66,-899,5,-10,5,13
2335,70,-1021,2,4,-19,0
2336,-83,-1025,58,-7,-55,19
2337,-86,-952,62,-11,6,9
2338,116,-970,29,-9,15,-5
2339,204,-987,30,-12,20,25
2340,-115,-974,-27,-16,18,55
2341,-226,-973,54,-10,10,33
2342,313,-947,-15,-5,-19,1
2343,-286,-925,62,-14,-22,21
2344,49,-953,24,-9,3,10
2345,91,-1020,73,-10,12,19
2346,-70,-974,9,-7,12,36
2347,55,-947,38,-13,15,35
2348,-138,-1011,5,-8,5,28
2349,-25,-951,47,-14,14,12
2350,85,-963,-20,-9,-1,13
2351,101,-990,9,-7,-81,17
2352,-355,-989,96,-18,5,25
2353,216,-977,2,-7,9,-3
2354,-113,-1060,110,-8,10,28
2355,40,-976,-83,-18,46,32
2356,-138,-938,60,-12,14,24
2357,119,-927,76,-9,11,-2
2358,96,-983,-27,-22,33,17
2359,-161,-1015,63,-24,19,35
2360,-59,-953,42,-9,10,11
2361,188,-973,55,-13,17,10
2362,14,-982,10,-5,-30,25
2363,-68,-969,37,-10,-26,24
2364,-98,-993,40,-9,6,27
2365,138,-953,23,-8,16,22
2366,-62,-1035,8,0,6,33
2367,-85,-966,8,-11,12,22
2368,31,-971,46,-10,18,10
2369,38,-1009,20,-12,13,19
2370,69,-961,20,-11,1,27
2371,-83,-977,41,-5,21,38
2372,-181,-1001,49,-13,14,24
2373,71,-951,17,-9,9,4
2374,131,-966,0,-8,-32,13
2375,-162,-965,67,-17,-10,23
2376,-88,-970,31,-18,4,14
2377,78,-1030,35,-11,7,14
2378,65,-975,40,-5,-16,13
2379,-2,-978,3,-7,-1,20
2380,-73,-981,2,-8,21,15
2381,169,-921,33,-9,-11,14
2382,-120,-1015,43,-22,21,51
2383,-263,-985,62,-10,11,17
2384,276,-966,50,-11,9,-11
2385,-30,-1070,-11,-10,4,26
2386,40,-886,21,-16,2,37
2387,-171,-996,47,-12,15,38
2388,105,-969,1,-4,8,21
2389,-74,-986,30,-3,1,27
2390,-81,-1000,50,-14,9,12
2391,113,-990,8,-11,9,7
2392,47,-964,83,-10,10,22
2393,27,-999,-43,-9,-8,36
2394,-84,-954,60,-9,12,34
2395,-196,-951,34,-10,14,15
2396,245,-978,-31,-27,32,2
2397,-118,-1011,105,-24,99,38
2398,-271,-940,57,-18,4,23
2399,275,-1002,-28,-8,7,-13
2400,10,-1015,89,-14,14,15
2401,-11,-956,-12,-34,29,32
2402,-125,-1016,2,-9,13,35
2403,62,-872,56,-18,30,24
2404,29,-923,25,-12,-15,21
2405,-206,-1031,49,-13,13,11
2406,275,-972,65,-13,23,11
2407,-155,-1011,3,-7,1,43
2408,138,-895,28,-14,17,34
2409,-290,-1032,10,-5,6,25
2410,302,-954,-20,-17,24,7
2411,-202,-1021,80,-9,60,41
2412,49,-958,48,-12,16,19
2413,9,-984,13,-9,9,26
2414,-143,-1015,34,-9,10,20
2415,222,-928,10,-19,43,7
2416,-194,-1013,62,-14,36,34
2417,-2,-868,-15,-12,17,18
2418,140,-968,35,1,87,23
2419,-162,-987,58,26,7,28
2420,-175,-961,74,-16,8,8
2421,148,-1024,-20,-11,17,-9
2422,128,-979,77,-6,36,18
2423,-30,-966,-19,3,4,44
2424,-176,-993,31,-10,15,35
2425,157,-858,15,-6,11,3
2426,-13,-1002,53,-8,42,20
2427,-201,-997,36,-9,8,26
2428,292,-970,49,-10,13,17
2429,-271,-1014,21,-10,11,48
2430,201,-915,-3,-17,6,19
2431,-243,-1004,90,-6,14,30
2432,56,-1006,-51,-14,12,10
2433,82,-993,21,-10,9,23
2434,-14,-957,49,11,18,29
2435,-156,-936,73,-15,7,20
2436,79,-989,18,-6,7,4
2437,-65,-1056,70,-10,20,24
2438,115,-915,-27,-4,50,38
2439,-187,-951,-2,-10,12,27
2440,-33,-1011,65,-13,9,-9
2441,268,-946,19,4,-28,-1
2442,-218,-1043,44,-17,-19,35
2443,-63,-929,65,-11,14,15
2444,237,-954,42,-9,20,9
2445,8,-1036,-11,-14,38,34
2446,-244,-950,14,-9,7,31
2447,15,-959,14,-11,10,11
2448,179,-1017,52,-15,46,21
2449,-127,-966,38,-10,28,33
2450,19,-957,28,-10,10,23
2451,9,-999,34,-12,10,26
2452,36,-959,46,-13,17,25
2453,-84,-1017,3,-13,26,31
2454,4,-986,8,-11,19,23
2455,-197,-938,64,-8,11,20
2456,80,-1067,-43,-12,21,2
2457,271,-814,49,-27,63,36
2458,-434,-962,111,-17,18,30
2459,292,-959,-21,-6,19,6
2460,-234,-1078,109,-9,10,35
2461,87,-896,-66,-16,-27,9
2462,-53,-1009,56,-11,11,10
2463,20,-973,18,-13,13,5
2464,80,-1003,36,-4,65,25
2465,-90,-1004,-4,-3,-16,33
2466,33,-922,111,-14,17,15
2467,27,-998,-19,-9,13,18
2468,17,-964,74,-8,-5,20
2469,-119,-989,2,-8,-2,28
2470,0,-970,7,-13,9,23
2471,134,-996,22,-9,-2,25
2472,-135,-972,61,-16,5,26
2473,3,-966,4,-7,9,16
2474,14,-1004,40,-12,17,19
2475,27,-973,59,-8,9,27
2476,12,-998,-21,-16,6,33
2477,-63,-945,46,-8,11,27
2478,-152,-945,29,-13,11,8
2479,244,-974,-30,-13,1,3
2480,-62,-998,95,-19,26,37
2481,-324,-950,66,-16,5,28
2482,254,-999,-17,-8,6,-3
2483,-126,-991,102,-13,30,11
2484,119,-950,-24,-8,42,12
2485,-35,-1028,11,-10,18,35
2486,-19,-1010,-35,-5,6,29
2487,64,-894,105,1,-26,19
2488,-190,-946,14,-14,4,9
2489,114,-893,103,-11,10,-3
2490,-1,-1069,8,-8,5,34
2491,115,-972,-46,-17,12,44
2492,-240,-870,95,-7,17,43
2493,135,-1024,-37,-18,17,5
2494,-106,-998,42,-11,29,22
2495,-25,-951,46,-12,12,17
2496,69,-1020,31,-11,3,20
2497,64,-973,29,-9,17,25
2498,-2,-959,46,-10,15,24
2499,-57,-984,26,-11,21,27
2500,-172,-988,15,-13,20,27
2501,71,-918,88,-10,10,12
2502,191,-930,-51,1,94,16
2503,-311,-1010,72,-4,26,25
2504,-24,-966,40,-15,6,3
2505,179,-1028,9,-9,14,12
2506,17,-945,64,3,22,28
2507,-56,-986,-17,-6,8,30
2508,-94,-992,23,-9,17,21
2509,61,-986,14,-1,-1,20
2510,-112,-976,80,-11,21,23
2511,19,-953,14,-13,5,1
2512,169,-965,71,-8,13,24
2513,-73,-1013,-4,-8,13,50
2514,-134,-915,34,-12,11,37
2515,-6,-998,51,-9,16,11
2516,94,-986,-24,-10,21,17
2517,-111,-991,19,-2,-37,17
2518,91,-971,71,-11,12,18
2519,-26,-981,48,-11,15,25
2520,-20,-993,54,-9,15,19
2521,90,-998,-81,-2,25,29
2522,-277,-963,101,-12,8,28
2523,7,-874,24,-13,9,4
2524,246,-1000,-18,11,70,14
2525,-186,-977,112,-1,23,26
2526,-157,-985,37,-16,10,12
2527,246,-1035,-27,-9,8,0
2528,149,-950,70,-9,23,26
2529,-187,-964,8,-7,-1,38
2530,-14,-927,-4,-7,21,19
2531,143,-880,65,-6,-10,21
2532,-269,-984,27,-16,11,34
2533,174,-934,36,-2,14,1
2534,15,-989,66,-11,17,25
2535,-94,-938,20,-12,10,26
2536,91,-1018,-24,-11,14,33
2537,-192,-1007,29,-10,11,38
2538,131,-938,49,-8,15,14
2539,14,-935,16,13,35,18
2540,-123,-1004,65,-1,-1,15
2541,-38,-994,41,-14,14,17
2542,-24,-1059,-39,-8,9,20
2543,162,-941,31,-10,-13,19
2544,-137,-923,69,-9,-3,24
2545,-33,-877,-2,-6,0,11
2546,3,-976,32,-3,5,9
2547,-37,-973,68,-3,-2,31
2548,-21,-952,51,-10,16,11
2549,41,-974,6,-11,22,-1
2550,96,-991,40,-12,-4,13
2551,-14,-956,12,-4,-36,37
2552,-156,-978,42,-11,8,37
2553,60,-942,33,-10,24,16
2554,-18,-1037,-39,-13,65,29
2555,-32,-918,91,-13,5,14
2556,64,-959,38,-15,17,17
2557,-18,-1015,18,-9,14,35
2558,41,-996,2,-8,3,32
2559,-71,-970,63,-6,3,25
2560,5,-971,20,-11,7,17
2561,-259,-952,45,-14,14,9
2562,351,-956,-63,-7,20,16
2563,-228,-818,134,-18,5,48
2564,-75,-934,18,-15,15,7
2565,48,-1072,38,-6,11,15
2566,-76,-966,36,-8,-37,10
2567,133,-936,10,-3,-26,9
2568,-66,-1051,17,-14,11,22
2569,61,-905,7,-16,8,15
2570,0,-984,56,2,24,29
2571,-94,-1021,31,-10,17,24
2572,26,-942,68,-12,18,12
2573,-52,-1031,10,-8,1,14
2574,171,-921,21,-8,-16,19
2575,-170,-966,51,-12,13,34
2576,71,-1050,-21,-11,10,26
2577,-29,-938,38,1,3,38
2578,-95,-957,54,-11,12,14
2579,63,-1005,1,-12,7,10
2580,-13,-1013,45,-10,11,21
2581,59,-961,15,-10,8,28
2582,-21,-1007,3,-8,13,31
2583,-55,-867,71,-8,20,24
2584,-135,-1025,30,-13,14,5
2585,262,-1061,-19,16,81,25
2586,-458,-862,109,-10,24,47
2587,212,-965,-24,-13,0,-11
2588,-51,-1041,59,-7,9,11
2589,92,-914,60,-8,-28,6
2590,29,-1013,-19,-14,7,33
2591,-58,-1000,28,-11,22,37
2592,141,-833,21,-4,46,21
2593,-190,-1079,29,-5,26,21
2594,-58,-960,53,-14,10,6
2595,120,-981,54,-10,7,22
2596,23,-992,-2,-11,10,39
2597,-21,-894,66,-10,11,32
2598,-183,-1025,2,-11,17,14
2599,224,-1003,-35,-6,-6,16
2600,-212,-959,94,-10,2,35
2601,62,-988,12,-12,6,12
2602,113,-1002,26,-12,16,20
2603,-122,-955,84,-8,10,24
2604,49,-1025,-51,-4,13,24
2605,-105,-961,76,-7,3,23
2606,-17,-927,41,-8,9,11
2607,75,-1024,-46,-11,-34,13
2608,-62,-984,56,-9,-52,23
2609,-206,-911,92,-15,11,10
2610,220,-1021,-27,-9,13,-6
2611,15,-975,81,-4,-5,19
2612,21,-973,1,-14,-16,30
2613,-100,-991,12,-10,4,34
2614,62,-942,11,-7,15,11
2615,67,-923,36,-10,-34,10
2616,-199,-1008,60,-14,14,23
2617,177,-947,53,-9,10,13
2618,-71,-1019,21,-10,17,48
2619,44,-948,-3,-14,39,34
2620,-193,-963,25,-8,14,28
2621,71,-1028,4,-12,12,8
2622,-5,-968,54,-12,36,20
2623,32,-917,50,-15,27,31
2624,-92,-1018,11,-13,17,23
2625,72,-956,56,-9,12,16
2626,-2,-1031,36,-15,1,20
2627,-7,-976,22,-16,-5,30
2628,-333,-991,4,-13,10,23
2629,99,-977,-2,-11,5,-1
2630,252,-875,44,-35,0,10
2631,-226,-994,95,-20,14,20
2632,-4,-988,26,-11,13,10
2633,216,-1006,8,-9,6,24
2634,-6,-963,13,-15,-19,42
2635,-246,-961,13,-11,12,23
2636,41,-1035,48,-12,2,-9
2637,149,-796,57,-2,29,22
2638,-191,-981,19,-11,4,34
2639,324,-967,41,-12,11,30
2640,-348,-1029,42,-16,15,42
2641,195,-930,-27,-12,11,9
2642,-196,-1007,76,-1,22,29
2643,13,-978,15,-13,13,12
2644,160,-986,-66,-12,1,24
2645,-81,-932,73,2,83,39
2646,-131,-953,92,-11,-6,19
2647,17,-1021,4,-6,13,-4
2648,-2,-1023,78,-6,28,17
2649,105,-936,-30,0,15,40
2650,-175,-938,-10,-12,6,38
2651,0,-991,56,-11,19,-4
2652,147,-927,49,11,-1,-3
2653,-151,-1032,41,-9,-14,17
2654,-2,-938,69,-10,14,15
2655,124,-989,1,-10,18,21
2656,138,-1011,10,-20,38,34
2657,-283,-940,23,-6,18,38
2658,-64,-984,-3,-11,14,7
2659,196,-998,66,-2,8,20
2660,-176,-939,43,-5,-3,29
2661,102,-986,25,-13,12,16
2662,27,-1008,25,-10,10,25
2663,28,-959,43,-10,12,25
2664,-71,-1011,19,-10,0,30
2665,41,-964,23,-11,8,27
2666,-308,-940,42,-10,9,27
2667,253,-1003,-22,-10,9,-1
2668,-79,-912,11,4,48,30
2669,-234,-978,105,-17,5,22
2670,220,-963,3,-10,10,1
2671,-136,-1027,119,-8,19,28
2672,29,-963,-66,-8,-44,18
2673,-9,-998,25,-10,14,22
2674,-6,-937,62,-11,2,8
2675,140,-879,20,-18,-66,5
2676,-186,-1057,-8,-24,-7,24
2677,20,-934,102,-12,15,18
2678,69,-988,10,-11,10,22
2679,43,-925,31,-14,2,24
2680,-114,-946,43,-7,-4,26
2681,-1,-1080,16,-17,10,17
2682,31,-957,1,0,-5,36
2683,-104,-981,44,-9,8,34
2684,1,-981,10,-11,5,10
2685,30,-992,33,-8,10,5
2686,162,-937,71,-12,5,17
2687,-111,-1021,-8,-11,-2,44
2688,-9,-960,43,-12,16,33
2689,-218,-957,16,-11,10,18
2690,185,-950,-38,-20,20,-3
2691,69,-990,99,4,-25,23
2692,-432,-955,78,-19,18,27
2693,330,-1028,-42,-10,17,0
2694,-69,-1003,77,-10,15,23
2695,17,-935,13,-18,13,14
2696,-22,-1021,4,-13,15,23
2697,28,-990,-8,-8,26,30
2698,12,-919,64,-21,-17,36
2699,-263,-988,36,-18,26,14
2700,174,-901,96,-8,20,-15
2701,61,-1034,-7,-6,5,25
2702,90,-959,-11,-11,17,50
