"sequence","AccelerometerX","AccelerometerY","AccelerometerZ","GyroscopeX","GyroscopeY","GyroscopeZ"
2133,-27,-981,11,-9,14,17
2134,64,-992,28,-8,9,17
2135,-43,-977,30,-10,12,24
2136,-39,-978,41,-10,10,20
2137,38,-983,21,-13,12,16
2138,4,-994,35,-10,10,21
2139,-32,-973,30,-14,14,23
2140,-19,-974,31,-11,11,20
2141,13,-975,27,-13,13,17
2142,-16,-985,22,-14,10,20
2143,-34,-985,20,-13,14,19
2144,2,-977,19,-11,13,16
2145,22,-982,28,-12,12,17
2146,-22,-984,22,-14,12,20
2147,-25,-985,29,-13,14,18
2148,27,-983,12,-12,12,19
2149,10,-984,20,-8,11,24
2150,-19,-983,29,-10,11,26
2151,13,-987,23,-9,11,24
2152,10,-985,13,-10,12,29
2153,-38,-990,21,-8,12,30
2154,-81,-974,33,-11,12,23
2155,-15,-985,32,-8,10,12
2156,98,-992,28,-10,12,15
2157,-8,-978,28,-9,12,29
2158,-86,-977,24,-11,13,26
2159,4,-983,23,-10,10,16
2160,20,-988,27,-13,12,19
2161,-40,-982,31,-11,11,22
2162,-37,-979,26,-12,14,16
2163,43,-971,45,-12,11,13
2164,-6,-991,26,-16,14,21
2165,-11,-972,23,-11,12,20
2166,-6,-977,13,-12,11,20
2167,5,-984,13,-11,10,21
2168,-19,-984,11,-13,14,21
2169,-25,-984,26,-11,11,19
2170,28,-981,18,-10,12,19
2171,23,-994,31,-7,10,26
2172,-11,-981,39,-11,14,30
2173,-31,-990,11,-10,11,28
2174,7,-985,18,-9,13,25
2175,-61,-982,28,-9,11,25
2176,-23,-980,22,-10,12,18
2177,25,-985,26,-7,9,15
2178,33,-981,28,-12,12,22
2179,-47,-985,16,-12,11,27
2180,-39,-979,44,-9,12,20
2181,9,-980,42,-10,9,16
2182,8,-980,28,-11,13,18
2183,-12,-979,22,-13,14,20
2184,-19,-980,16,-12,13,19
2185,1,-980,23,-13,10,19
2186,-11,-981,20,-11,12,19
2187,-14,-979,27,-13,14,19
2188,3,-981,13,-12,11,18
2189,9,-985,28,-13,13,20
2190,-24,-974,30,-9,10,20
2191,1,-984,30,-9,12,20
2192,35,-990,19,-9,10,23
2193,25,-980,25,-10,15,31
2194,-63,-988,20,-10,10,33
2195,-39,-986,11,-9,12,24
2196,16,-997,23,-7,9,20
2197,-55,-983,25,-9,11,22
2198,-4,-970,41,-9,10,15
2199,34,-988,30,-12,14,18
2200,2,-989,31,-10,12,23
2201,-25,-979,24,-11,13,25
2202,-38,-972,21,-9,10,20
2203,1,-976,36,-12,13,16
2204,-3,-985,20,-14,11,17
2205,-9,-979,29,-13,13,17
2206,-10,-979,18,-11,10,16
2207,19,-982,38,-12,13,16
2208,-5,-992,18,-13,11,21
2209,-18,-976,23,-11,14,21
2210,7,-986,13,-12,11,19
2211,-3,-982,17,-9,13,22
2212,-19,-980,32,-10,12,23
2213,21,-984,23,-10,12,22
2214,17,-990,16,-10,11,27
2215,0,-983,17,-9,13,31
2216,-115,-984,40,-9,12,29
2217,-14,-985,24,-7,8,13
2218,93,-992,19,-8,13,16
2219,-32,-970,27,-7,12,29
2220,-72,-986,23,-11,11,23
2221,36,-980,26,-9,12,16
2222,-3,-993,37,-11,13,21
2223,-34,-976,29,-11,10,21
2224,-21,-975,29,-13,12,18
2225,35,-974,41,-12,12,18
2226,-20,-993,17,-14,14,23
2227,-35,-971,25,-11,12,20
2228,11,-977,25,-13,13,18
2229,4,-984,15,-12,13,19
2230,-21,-979,19,-13,13,19
2231,-22,-985,27,-11,10,16
2232,32,-978,9,-11,12,16
2233,12,-990,29,-8,11,25
2234,25,-976,35,-10,12,28
2235,-28,-992,23,-11,10,33
2236,-3,-989,13,-10,14,30
2237,-55,-988,21,-7,11,28
2238,-71,-983,29,-7,11,18
2239,12,-987,18,-10,12,11
2240,79,-977,30,-9,12,18
2241,-20,-983,31,-12,9,29
2242,-60,-976,25,-10,12,26
2243,5,-986,43,-11,13,18
2244,-6,-981,29,-12,12,20
2245,-23,-976,36,-13,12,20
2246,-1,-974,19,-11,10,17
2247,6,-982,29,-13,12,19
2248,-18,-986,12,-11,10,20
2249,-15,-978,29,-12,13,18
2250,9,-977,12,-13,12,18
2251,7,-986,20,-13,13,21
2252,-22,-978,26,-10,9,21
2253,-40,-984,27,-12,13,21
2254,33,-985,20,-10,12,18
2255,61,-983,22,-12,15,24
2256,-37,-981,27,-10,9,33
2257,-47,-994,17,-10,13,26
2258,48,-986,18,-6,12,23
2259,-69,-986,22,-10,14,29
2260,-66,-975,38,-10,11,17
2261,40,-981,32,-11,13,11
2262,36,-992,29,-8,8,20
2263,-22,-978,20,-11,11,26
2264,-57,-982,23,-10,12,23
2265,12,-978,29,-12,14,16
2266,16,-978,34,-13,9,20
2267,-33,-985,20,-13,13,22
2268,-21,-975,21,-12,12,18
2269,15,-976,37,-12,14,17
2270,0,-987,25,-14,12,19
2271,-18,-975,32,-13,14,21
2272,-5,-984,12,-13,12,18
2273,0,-988,8,-12,13,20
2274,1,-974,19,-11,11,21
2275,-12,-991,36,-10,12,23
2276,42,-981,7,-11,13,23
2277,29,-988,29,-8,11,32
2278,-95,-985,32,-11,10,34
2279,-68,-984,28,-9,10,18
2280,95,-995,21,-8,14,12
2281,-19,-984,21,-8,12,27
2282,-80,-964,32,-12,13,22
2283,38,-987,23,-9,12,15
2284,30,-992,31,-13,12,21
2285,-65,-974,23,-11,12,25
2286,-48,-978,28,-11,13,17
2287,50,-979,44,-9,10,13
2288,16,-979,31,-14,11,21
2289,-61,-988,20,-11,13,22
2290,1,-966,29,-12,15,15
2291,31,-987,10,-12,11,18
2292,-16,-985,16,-13,12,22
2293,-46,-976,26,-12,11,20
2294,14,-986,14,-11,13,17
2295,29,-981,15,-9,11,21
2296,-11,-983,47,-10,13,27
2297,-2,-982,31,-13,12,26
2298,-4,-987,26,-9,12,25
2299,38,-989,13,-10,12,27
2300,-75,-985,13,-10,14,31
2301,-78,-984,26,-9,13,21
2302,45,-991,20,-7,11,12
2303,45,-982,32,-10,11,21
2304,-65,-982,29,-9,11,27
2305,-16,-978,37,-11,13,19
2306,15,-985,41,-12,12,18
2307,-25,-982,30,-14,12,21
2308,-11,-974,31,-10,11,19
2309,5,-977,14,-12,13,18
2310,-1,-977,30,-12,10,20
2311,-39,-989,26,-15,13,20
2312,6,-973,22,-12,10,16
2313,14,-982,15,-13,12,19
2314,-8,-983,32,-11,12,22
2315,-27,-983,24,-13,14,20
2316,-8,-986,23,-9,9,18
2317,34,-979,22,-11,12,19
2318,34,-983,21,-10,11,27
2319,-49,-986,30,-10,12,32
2320,-6,-991,10,-10,11,26
2321,20,-999,19,-8,12,27
2322,-97,-969,38,-9,9,27
2323,-42,-976,37,-9,12,12
2324,83,-993,23,-10,12,10
2325,24,-979,33,-10,15,24
2326,-70,-982,16,-11,10,27
2327,-35,-983,27,-10,13,18
2328,33,-977,33,-10,11,15
2329,5,-983,29,-14,13,23
2330,-54,-976,22,-13,12,22
2331,6,-970,29,-12,13,15
2332,18,-996,28,-12,11,17
2333,-40,-981,27,-11,14,20
2334,-4,-971,31,-12,11,16
2335,33,-987,2,-13,13,19
2336,-12,-981,19,-13,12,23
2337,-33,-983,19,-10,12,22
2338,25,-983,27,-10,10,20
2339,32,-980,16,-8,11,27
2340,18,-991,32,-12,13,32
2341,-120,-980,38,-11,12,31
2342,-14,-994,22,-11,12,16
2343,85,-993,15,-7,12,17
2344,-69,-972,27,-9,14,28
2345,-53,-984,28,-10,11,19
2346,60,-983,20,-12,12,16
2347,7,-984,32,-11,12,26
2348,-89,-982,23,-12,11,25
2349,-10,-976,43,-9,10,12
2350,54,-981,44,-14,12,14
2351,-17,-986,28,-12,11,22
2352,-37,-974,21,-13,14,20
2353,18,-976,22,-9,11,16
2354,7,-985,16,-14,13,20
2355,-43,-982,21,-12,12,20
2356,-12,-973,28,-14,13,16
2357,18,-990,4,-10,10,17
2358,4,-979,30,-10,14,19
2359,1,-981,41,-10,10,23
2360,8,-994,23,-10,12,25
2361,32,-983,15,-9,11,28
2362,-21,-997,19,-9,13,33
2363,-116,-977,26,-9,11,28
2364,-13,-983,16,-10,13,13
2365,91,-985,29,-9,11,15
2366,-49,-978,29,-12,13,28
2367,-61,-976,36,-10,9,19
2368,53,-988,39,-10,13,15
2369,12,-987,29,-12,12,24
2370,-54,-974,35,-13,13,25
2371,-22,-976,17,-12,11,17
2372,29,-972,32,-12,13,16
2373,-23,-989,24,-14,13,19
2374,-36,-983,28,-11,13,16
2375,12,-978,11,-13,12,13
2376,39,-984,27,-12,13,19
2377,-11,-984,20,-12,11,23
2378,-53,-983,27,-10,13,22
2379,23,-978,17,-12,12,18
2380,30,-993,22,-9,13,24
2381,-14,-970,30,-10,12,29
2382,-36,-993,28,-10,11,25
2383,36,-989,4,-11,13,23
2384,-34,-990,26,-7,14,28
2385,-66,-973,44,-10,13,23
2386,-15,-983,23,-10,11,14
2387,88,-986,27,-11,15,16
2388,-15,-982,31,-12,13,29
2389,-88,-981,18,-12,12,26
2390,-2,-982,33,-9,12,15
2391,33,-981,37,-12,12,17
2392,-10,-988,29,-12,8,22
2393,-34,-975,23,-14,11,21
2394,24,-972,40,-12,11,17
2395,-13,-993,7,-15,14,22
2396,-36,-973,36,-10,12,18
2397,17,-978,16,-13,13,15
2398,8,-990,12,-13,12,20
2399,-23,-978,25,-13,13,22
2400,-10,-982,36,-9,10,20
2401,35,-991,15,-10,12,22
2402,41,-979,30,-7,12,29
2403,-35,-986,30,-11,13,34
2404,-99,-991,18,-11,11,27
2405,22,-988,26,-12,16,16
2406,31,-988,21,-8,10,23
2407,-81,-981,26,-10,10,24
2408,1,-973,26,-9,10,13
2409,65,-990,31,-12,16,17
2410,-27,-980,22,-12,10,29
2411,-82,-977,34,-12,11,22
2412,19,-972,43,-12,11,12
2413,31,-980,37,-13,15,18
2414,-26,-986,28,-13,10,22
2415,-27,-976,21,-11,12,18
2416,3,-977,20,-12,12,18
2417,-1,-986,17,-13,14,20
2418,-13,-984,18,-12,11,20
2419,-18,-980,15,-12,13,19
2420,7,-990,22,-11,11,19
2421,13,-977,34,-10,12,20
2422,-14,-988,36,-8,10,24
2423,34,-983,26,-9,13,25
2424,28,-988,12,-11,14,32
2425,-86,-988,34,-10,12,33
2426,-63,-980,13,-10,10,20
2427,52,-987,21,-8,13,15
2428,-3,-985,23,-10,13,23
2429,-47,-976,41,-10,11,22
2430,9,-980,30,-12,11,17
2431,23,-997,33,-10,12,20
2432,-15,-979,33,-11,12,25
2433,-54,-981,23,-12,12,22
2434,3,-975,36,-13,14,16
2435,18,-979,24,-11,10,17
2436,-31,-985,31,-13,11,21
2437,-17,-978,15,-11,12,17
2438,28,-973,26,-13,14,17
2439,5,-984,23,-13,12,21
2440,-39,-979,26,-12,10,22
2441,-6,-982,23,-10,11,19
2442,29,-991,16,-13,15,20
2443,1,-979,27,-8,10,24
2444,-13,-986,31,-11,13,28
2445,11,-994,14,-9,12,26
2446,2,-984,9,-8,14,30
2447,-61,-987,27,-6,10,28
2448,-77,-978,43,-11,13,20
2449,33,-984,31,-9,13,11
2450,79,-989,30,-11,13,19
2451,-45,-980,27,-11,10,29
2452,-70,-976,22,-12,14,22
2453,15,-983,37,-10,11,16
2454,24,-979,29,-13,11,19
2455,-44,-979,29,-12,9,21
2456,-19,-980,21,-13,13,16
2457,42,-975,34,-11,11,17
2458,-23,-993,16,-12,12,22
2459,-26,-974,28,-12,11,19
2460,4,-977,16,-12,13,18
2461,0,-991,9,-12,11,20
2462,-18,-979,30,-11,13,20
2463,-10,-979,28,-11,12,19
2464,20,-993,21,-10,14,21
2465,68,-984,24,-8,10,27
2466,-51,-984,36,-10,10,36
2467,-64,-985,20,-11,11,28
2468,40,-991,14,-8,15,21
2469,-52,-982,28,-10,11,26
2470,-75,-986,30,-9,11,17
2471,62,-975,28,-9,12,11
2472,49,-990,33,-9,11,22
2473,-48,-975,21,-14,11,30
2474,-59,-975,37,-10,13,22
2475,19,-977,40,-11,12,17
2476,6,-987,30,-12,12,19
2477,-34,-975,24,-14,12,20
2478,-9,-977,23,-12,13,17
2479,12,-980,22,-12,13,17
2480,0,-988,22,-11,11,20
2481,-8,-981,24,-11,12,20
2482,9,-982,7,-12,14,21
2483,0,-987,23,-13,12,23
2484,-36,-975,39,-9,11,23
2485,6,-991,30,-10,12,19
2486,40,-976,26,-9,14,23
2487,9,-988,20,-10,12,31
2488,-73,-990,29,-11,11,31
2489,-51,-982,21,-10,12,20
2490,71,-996,18,-7,10,17
2491,-38,-976,18,-8,11,26
2492,-69,-973,49,-9,12,20
2493,45,-990,20,-14,14,14
2494,16,-990,43,-8,12,20
2495,-26,-973,33,-13,10,23
2496,-34,-983,32,-12,13,20
2497,31,-967,28,-12,14,17
2498,-16,-988,22,-12,11,23
2499,-42,-980,21,-12,10,20
2500,-11,-974,15,-11,11,15
2501,26,-983,30,-15,14,15
2502,-4,-980,24,-13,12,20
2503,-36,-985,29,-13,12,19
2504,17,-982,19,-8,10,16
2505,36,-982,18,-10,13,23
2506,-17,-986,23,-6,10,29
2507,2,-985,29,-10,12,27
2508,26,-991,6,-10,12,30
2509,-59,-990,18,-10,13,31
2510,-71,-979,45,-8,9,22
2511,-34,-982,30,-11,12,12
2512,77,-991,28,-9,12,11
2513,46,-974,33,-12,14,28
2514,-87,-982,24,-12,11,31
2515,-34,-979,27,-11,14,19
2516,19,-983,32,-10,11,16
2517,-15,-983,34,-13,11,21
2518,-34,-981,23,-13,10,17
2519,20,-970,40,-12,14,15
2520,8,-988,21,-11,11,19
2521,-21,-981,27,-12,16,21
2522,-5,-978,18,-12,13,19
2523,10,-981,12,-12,14,21
2524,-14,-981,14,-10,10,22
2525,-33,-982,28,-11,12,21
2526,3,-979,21,-10,10,19
2527,43,-988,35,-9,13,22
2528,23,-978,32,-10,11,28
2529,-52,-989,25,-10,12,30
2530,8,-991,15,-8,12,25
2531,-34,-990,20,-8,14,27
2532,-69,-977,32,-10,10,20
2533,18,-981,25,-9,13,12
2534,49,-981,29,-10,12,18
2535,-18,-988,20,-12,11,25
2536,-49,-980,29,-13,11,23
2537,0,-979,44,-11,11,18
2538,5,-982,31,-14,12,20
2539,-7,-977,31,-10,11,21
2540,-26,-978,16,-13,12,19
2541,-16,-983,24,-11,12,17
2542,7,-982,20,-13,13,17
2543,1,-973,31,-11,11,18
2544,-16,-986,13,-14,13,20
2545,15,-982,24,-11,11,20
2546,-8,-979,32,-12,13,23
2547,-25,-985,30,-8,11,22
2548,31,-986,28,-10,14,22
2549,37,-985,18,-8,10,29
2550,-38,-988,21,-10,11,33
2551,-79,-982,16,-11,12,26
2552,26,-994,21,-8,13,18
2553,-8,-982,21,-9,9,22
2554,-43,-975,45,-9,11,20
2555,1,-980,33,-11,12,17
2556,32,-993,34,-10,12,20
2557,-7,-981,23,-12,10,24
2558,-62,-981,29,-11,12,23
2559,-2,-971,37,-11,10,15
2560,15,-981,27,-12,10,17
2561,-9,-986,27,-14,12,20
2562,-34,-975,15,-10,13,18
2563,15,-976,37,-11,12,15
2564,9,-991,19,-12,10,19
2565,-18,-977,29,-14,15,20
2566,-2,-982,18,-12,13,20
2567,11,-986,18,-11,12,21
2568,-24,-980,32,-9,12,22
2569,13,-984,29,-11,13,22
2570,25,-989,17,-10,12,26
2571,5,-983,13,-11,14,31
2572,-68,-986,40,-9,10,30
2573,-99,-981,24,-10,13,18
2574,96,-1003,23,-6,8,10
2575,34,-975,29,-9,11,26
2576,-89,-973,27,-11,12,27
2577,-7,-978,21,-11,14,16
2578,27,-991,36,-9,10,18
2579,-30,-983,28,-13,13,22
2580,-48,-974,32,-12,12,18
2581,31,-976,37,-10,14,15
2582,13,-986,31,-15,11,21
2583,-44,-982,32,-14,14,22
2584,-1,-976,21,-13,13,18
2585,29,-975,13,-11,11,19
2586,-25,-982,19,-13,12,22
2587,-34,-986,21,-11,13,18
2588,4,-990,19,-13,12,16
2589,23,-976,19,-8,10,19
2590,24,-984,42,-9,11,25
2591,-5,-980,28,-9,14,30
2592,-15,-996,14,-11,14,29
2593,-7,-986,16,-8,11,29
2594,-88,-976,34,-10,12,26
2595,-20,-990,14,-7,9,14
2596,66,-990,35,-8,13,15
2597,9,-973,26,-11,11,25
2598,-73,-988,24,-11,13,25
2599,14,-972,44,-8,11,16
2600,5,-992,38,-13,13,21
2601,-32,-975,26,-12,13,21
2602,-4,-970,29,-12,14,17
2603,1,-976,30,-12,11,18
2604,-22,-991,20,-14,14,19
2605,-12,-976,24,-11,11,16
2606,10,-982,12,-12,12,16
2607,14,-982,19,-12,11,20
2608,-18,-978,30,-12,13,22
2609,-26,-988,26,-11,11,21
2610,17,-980,20,-8,12,18
2611,43,-984,24,-8,11,24
2612,-21,-983,27,-10,14,31
2613,-43,-988,25,-10,11,26
2614,25,-994,12,-9,12,23
2615,-38,-984,28,-8,12,28
2616,-76,-969,42,-8,12,20
2617,26,-983,31,-10,11,12
2618,45,-994,27,-10,13,18
2619,-25,-975,24,-14,11,26
2620,-53,-987,23,-9,11,24
2621,-3,-976,31,-10,11,16
2622,12,-981,39,-12,13,18
2623,-11,-987,19,-15,13,21
2624,-15,-970,22,-11,11,19
2625,10,-979,32,-13,12,18
2626,-7,-990,22,-12,12,21
2627,-26,-970,41,-12,14,19
2628,1,-978,25,-14,12,18
2629,8,-992,1,-14,12,20
2630,-20,-978,27,-8,11,20
2631,-4,-984,24,-10,14,20
2632,39,-989,20,-9,11,23
2633,43,-980,15,-11,14,30
2634,-54,-991,41,-11,11,37
2635,-125,-976,26,-12,9,24
2636,75,-1005,21,-7,11,10
2637,24,-977,31,-10,15,24
2638,-104,-974,34,-10,11,24
2639,33,-978,22,-10,11,12
2640,54,-991,31,-10,11,21
2641,-49,-979,21,-13,13,28
2642,-81,-978,25,-11,11,21
2643,37,-972,43,-12,14,11
2644,32,-985,38,-14,9,19
2645,-50,-988,28,-13,13,22
2646,-28,-976,28,-10,11,15
2647,35,-979,14,-13,13,15
2648,13,-989,13,-12,12,21
2649,-37,-974,27,-12,13,23
2650,-13,-980,18,-12,10,19
2651,15,-992,8,-10,13,21
2652,19,-976,40,-10,13,23
2653,-20,-983,40,-11,12,27
2654,-27,-990,29,-12,11,24
2655,53,-981,14,-9,14,23
2656,-36,-992,19,-10,13,30
2657,-91,-983,25,-8,9,25
2658,23,-982,17,-9,11,14
2659,73,-987,32,-8,12,21
2660,-64,-979,25,-11,10,30
2661,-56,-977,37,-11,12,20
2662,40,-989,37,-12,13,14
2663,-8,-982,39,-12,13,20
2664,-33,-972,30,-12,11,21
2665,8,-982,21,-12,11,18
2666,22,-973,25,-14,13,20
2667,-52,-986,23,-12,13,24
2668,-18,-980,17,-12,12,17
2669,28,-975,16,-11,11,16
2670,-9,-985,32,-14,14,22
2671,-14,-981,27,-11,10,18
2672,-13,-985,27,-10,12,17
2673,33,-983,24,-8,11,20
2674,28,-987,21,-11,14,28
2675,-31,-981,27,-8,11,31
2676,-28,-993,11,-13,13,28
2677,31,-995,17,-9,12,26
2678,-79,-981,28,-9,12,27
2679,-60,-973,40,-8,7,15
2680,56,-994,29,-10,13,12
2681,57,-983,31,-8,13,23
2682,-67,-980,22,-13,12,29
2683,-44,-977,28,-10,11,19
2684,21,-981,35,-11,14,16
2685,10,-980,33,-11,10,21
2686,-36,-983,18,-12,12,22
2687,-11,-971,30,-11,9,17
2688,16,-985,39,-13,13,18
2689,-23,-988,16,-11,10,20
2690,-8,-969,36,-10,13,18
2691,8,-987,10,-12,11,18
2692,1,-984,15,-13,14,21
2693,-30,-976,29,-9,10,22
2694,11,-986,27,-9,12,21
2695,38,-987,11,-10,13,26
2696,19,-984,33,-11,15,32
2697,-103,-984,32,-11,10,31
2698,-10,-987,17,-9,12,17
2699,57,-990,29,-7,13,18
2700,-55,-979,30,-9,14,27
2701,-53,-980,29,-10,11,19
2702,62,-980,26,-9,13,14
2703,16,-992,31,-12,11,24
2704,-80,-976,16,-11,11,26
2705,-34,-978,41,-10,10,15
2706,50,-979,38,-12,14,15
2707,-5,-983,37,-14,13,22
2708,-29,-978,25,-11,12,21
2709,0,-974,25,-13,12,18
2710,19,-983,16,-12,13,20
2711,-20,-983,27,-11,13,22
2712,-16,-977,24,-12,11,19
2713,-13,-987,7,-14,12,18
2714,16,-979,26,-9,11,17
2715,3,-982,35,-9,12,22
2716,-7,-994,28,-10,11,24
2717,58,-981,21,-12,15,26
2718,-25,-990,18,-8,12,35
2719,-107,-988,29,-10,10,29
2720,-23,-979,18,-8,11,13
2721,85,-988,28,-9,14,16
2722,-47,-987,27,-9,10,25
2723,-45,-963,44,-11,12,19
2724,26,-1000,28,-12,12,17
2725,22,-981,31,-11,13,21
2726,-39,-971,36,-12,9,25
2727,-39,-981,19,-12,12,20
2728,23,-976,32,-11,11,16
2729,-2,-985,19,-13,12,20
2730,-44,-987,26,-10,11,19
2731,11,-971,14,-12,15,15
2732,31,-980,34,-12,12,19
2733,-29,-993,16,-12,12,23
2734,-29,-973,33,-10,11,19
2735,13,-982,19,-12,16,19
2736,16,-991,23,-9,12,23
2737,8,-976,29,-10,12,26
2738,1,-993,23,-11,11,29
2739,-3,-984,7,-10,14,30
2740,-37,-990,23,-8,11,29
2741,-109,-978,44,-10,10,21
2742,14,-988,24,-8,9,8
2743,114,-986,26,-8,14,14
2744,-38,-977,30,-10,11,31
2745,-74,-979,24,-12,12,24
2746,4,-979,30,-11,11,15
2747,22,-985,33,-11,12,19
2748,-34,-982,34,-12,10,22
2749,-21,-977,31,-12,13,17
2750,31,-978,31,-14,12,16
2751,-18,-987,22,-12,13,20
2752,-20,-978,24,-12,11,18
2753,19,-976,15,-11,12,17
2754,14,-980,21,-14,12,23
2755,-48,-989,17,-11,12,24
2756,-11,-980,30,-12,12,18
2757,46,-986,15,-9,11,20
2758,9,-986,37,-10,14,27
2759,-22,-980,36,-10,11,30
2760,-29,-990,20,-11,12,27
2761,19,-989,20,-8,13,25
2762,-55,-985,18,-9,13,25
2763,-32,-979,28,-8,10,17
2764,17,-983,24,-11,13,15
2765,52,-983,32,-10,12,20
2766,-49,-983,22,-11,10,26
2767,-38,-980,42,-10,11,20
2768,9,-983,36,-13,13,17
2769,4,-975,31,-13,15,19
2770,-9,-981,22,-14,15,21
2771,-22,-973,20,-11,11,20
2772,-7,-979,29,-14,12,18
2773,0,-986,19,-11,12,17
2774,-7,-980,29,-12,13,19
2775,-3,-980,15,-12,12,19
2776,-9,-986,30,-12,13,18
2777,-1,-976,24,-8,9,20
2778,6,-992,30,-11,11,22
2779,46,-980,17,-11,12,26
2780,4,-984,27,-12,14,33
2781,-94,-989,22,-11,10,32
2782,-17,-986,12,-9,11,19
2783,21,-985,21,-7,10,18
2784,-38,-980,33,-8,13,20
2785,-2,-972,41,-9,9,17
2786,18,-988,28,-12,13,19
2787,11,-986,35,-9,10,22
2788,-26,-978,26,-11,10,25
2789,-48,-981,28,-11,10,21
2790,11,-974,40,-13,13,15
2791,3,-981,20,-13,11,18
2792,-18,-988,31,-11,11,18
2793,-21,-973,17,-12,12,17
2794,25,-981,30,-13,14,16
2795,2,-990,13,-12,11,21
2796,-34,-978,31,-12,12,20
2797,6,-982,10,-12,10,19
2798,5,-979,22,-12,15,22
2799,-15,-983,33,-9,10,23
2800,31,-990,27,-10,12,23
2801,-4,-989,21,-11,13,28
2802,7,-987,13,-8,13,29
2803,-70,-984,38,-9,10,30
2804,-79,-976,34,-10,12,18
2805,70,-997,21,-9,12,12
2806,34,-976,28,-9,13,24
2807,-68,-984,24,-11,11,27
2808,-17,-977,18,-10,13,17
2809,11,-986,39,-11,13,17
2810,-9,-983,27,-12,11,21
2811,-25,-971,33,-13,10,20
2812,8,-974,40,-11,12,18
2813,-8,-989,21,-14,15,20
2814,-9,-977,25,-11,12,18
2815,-6,-975,24,-14,13,19
2816,-1,-985,14,-12,14,20
2817,-10,-984,18,-13,13,20
2818,-18,-982,26,-11,10,19
2819,-8,-985,15,-12,14,18
2820,47,-984,27,-9,12,22
2821,7,-984,39,-11,12,30
2822,-27,-984,26,-10,11,31
2823,6,-996,12,-11,16,27
2824,-49,-980,17,-7,10,28
2825,-73,-987,22,-10,11,19
2826,22,-976,20,-7,8,11
2827,43,-984,40,-10,14,18
2828,5,-982,26,-11,10,25
2829,-69,-982,34,-11,12,25
2830,6,-977,41,-12,12,19
2831,4,-988,33,-13,12,20
2832,-23,-978,31,-12,9,20
2833,-7,-979,16,-13,14,18
2834,-8,-981,27,-13,13,17
2835,-8,-983,22,-12,13,17
2836,3,-981,25,-13,11,17
2837,2,-977,20,-13,13,19
2838,6,-980,27,-13,13,21
2839,-3,-984,25,-12,12,23
2840,-42,-986,29,-12,11,23
2841,26,-980,24,-8,13,18
2842,44,-985,17,-8,12,25
2843,-20,-978,29,-10,12,31
2844,-62,-994,17,-13,13,27
2845,41,-991,16,-8,12,22
2846,-39,-989,27,-10,10,29
2847,-55,-966,36,-8,9,21
2848,17,-988,37,-12,15,15
2849,32,-987,20,-11,13,19
2850,-24,-983,32,-12,11,24
2851,-45,-980,18,-11,13,22
2852,11,-975,43,-12,14,17
2853,20,-978,26,-12,12,18
2854,-30,-986,28,-14,12,23
2855,-30,-980,16,-11,11,18
2856,18,-972,31,-12,14,16
2857,4,-992,19,-12,10,19
2858,-27,-975,28,-14,12,19
2859,-6,-982,19,-13,12,17
2860,11,-994,1,-13,14,18
2861,0,-972,30,-7,10,21
2862,-3,-983,28,-10,12,23
2863,26,-992,24,-9,12,24
2864,25,-980,22,-11,14,31
2865,-39,-995,23,-10,9,35
2866,-119,-974,34,-10,12,24
2867,7,-992,31,-7,12,10
2868,82,-988,21,-10,14,16
2869,-43,-982,26,-11,12,25
2870,-29,-972,27,-11,14,21
2871,6,-988,25,-10,10,19
2872,1,-982,31,-10,12,22
2873,-46,-979,26,-12,10,23
2874,-4,-974,36,-13,14,17
2875,27,-980,37,-12,11,18
2876,-39,-989,21,-12,11,21
2877,-10,-975,30,-11,12,17
2878,23,-980,12,-14,16,18
2879,0,-987,19,-13,12,23
2880,-23,-978,22,-12,12,22
2881,-10,-984,16,-11,11,19
2882,0,-986,10,-10,12,19
2883,19,-981,40,-10,11,23
2884,0,-983,39,-11,12,27
2885,-12,-988,24,-12,13,28
2886,22,-991,20,-8,12,27
2887,-81,-979,22,-10,10,27
2888,-52,-986,27,-9,12,18
2889,42,-988,18,-10,13,14
2890,38,-980,29,-8,11,21
2891,-63,-982,20,-14,11,25
2892,-18,-978,44,-10,13,19
2893,17,-990,40,-11,10,17
2894,-5,-982,34,-11,12,20
2895,-17,-974,28,-15,13,21
2896,-6,-974,20,-11,13,20
2897,-5,-987,20,-13,13,19
2898,-26,-979,21,-11,11,18
2899,-13,-983,23,-13,14,17
2900,26,-980,14,-12,11,16
2901,9,-983,27,-13,12,20
2902,-39,-983,28,-10,11,22
2903,10,-985,26,-11,15,19
2904,40,-981,23,-8,12,23
2905,11,-984,22,-10,13,30
2906,-38,-984,25,-9,11,32
2907,-53,-986,15,-12,12,25
2908,28,-992,25,-9,11,20
2909,-29,-981,25,-10,10,23
2910,-45,-976,37,-9,10,19
2911,31,-990,28,-12,14,16
2912,20,-986,24,-11,10,22
2913,-32,-981,28,-14,12,25
2914,-44,-981,20,-11,11,20
2915,6,-972,44,-10,11,16
2916,9,-985,28,-12,9,18
2917,-13,-981,25,-13,13,20
2918,-15,-976,22,-11,13,18
2919,13,-976,29,-12,13,17
2920,-13,-986,26,-12,9,19
2921,-27,-978,28,-12,14,18
2922,18,-981,17,-12,13,16
2923,12,-985,11,-11,12,22
2924,-33,-980,36,-8,10,24
2925,3,-986,31,-11,12,22
2926,44,-990,18,-11,12,25
