sequence,Price,Return,Volume,Volatility,BidAskSpread,OrderFlowImbalance
1149,89.78,0.1695,758,12.434,4.214,6.68
1150,89.72,-0.1347,759,13.346,4.463,12.72
1151,89.58,-0.1136,790,13.622,5.367,13.75
1152,89.62,0.0392,785,14.699,4.599,5.75
1153,89.5,-0.14,802,14.818,5.806,9.03
1154,89.51,0.0215,804,14.526,5.452,12.37
1155,89.55,-0.0125,846,14.562,5.475,13.93
1156,89.92,0.3876,843,15.166,5.453,10.18
1157,89.82,-0.1625,860,15.217,5.67,11.83
1158,89.82,-0.0566,910,14.893,5.153,14.84
1159,89.82,0.0676,893,15.535,4.895,17.34
1160,89.91,0.0541,904,14.953,4.55,16.42
1161,90.08,0.0754,883,15.108,4.262,19.63
1162,90.03,-0.0044,912,14.973,4.022,18.57
1163,89.92,-0.1406,949,14.596,3.634,17.9
1164,89.69,-0.3994,946,14.362,3.375,15.51
1165,89.57,-0.1232,941,14.464,3.818,12.45
1166,89.67,0.1436,939,14.09,3.793,21.79
1167,89.69,0.0406,946,13.238,3.977,11.97
1168,89.55,-0.0525,952,14.352,3.644,12.65
1169,89.51,-0.0478,936,14.054,4.465,14.44
1170,89.52,0.0472,890,13.719,4.473,9.66
1171,89.61,0.0379,975,13.203,4.519,12.76
1172,89.53,-0.0704,952,12.323,4.704,8.64
1173,89.5,0.047,919,11.692,4.464,9.51
1174,89.23,-0.24,942,11.492,3.942,13.64
1175,89.06,-0.1581,878,11.024,3.859,7.08
1176,89.31,0.1508,919,11.663,4.144,5.75
1177,88.98,-0.3429,885,10.976,3.469,7.71
1178,88.93,-0.1116,886,11.935,2.973,4.26
1179,88.96,0.0721,847,12.122,3.005,3.71
1180,88.9,-0.0929,843,11.882,2.323,-3.41
1181,88.78,-0.1053,836,12.078,3.37,-2.6
1182,88.76,-0.0618,830,12.542,3.403,1.58
1183,88.75,0.0872,804,13.103,3.261,-3.75
1184,88.73,-0.0763,786,12.919,3.673,-4.45
1185,88.44,-0.2827,749,14.179,3.646,1.87
1186,88.41,0.0979,779,13.157,3.926,-5.59
1187,88.26,-0.1284,733,13.518,4.13,-1.55
1188,88.17,-0.1373,709,13.779,4.079,-4.62
1189,88.19,0.0506,692,14.069,4.304,-5.58
1190,88.26,0.1298,661,14.378,3.6,-4.65
1191,88.38,0.1608,656,14.591,3.816,-6.03
1192,88.29,-0.1893,628,14.156,3.034,-8.52
1193,88.4,0.13,651,15.031,3.03,-1.96
1194,88.56,0.0507,635,13.22,3.077,-4.65
1195,88.7,0.242,631,14.087,3.028,0.47
1196,88.88,0.1887,594,13.754,1.988,-2.56
1197,88.84,-0.0691,603,12.799,2.652,-3.77
1198,88.78,-0.0187,593,12.469,3.047,-8.85
1199,88.88,0.1209,622,12.903,2.86,-1.55
1200,88.64,-0.2914,570,13.082,3.551,2.01
1201,88.64,0.0823,568,12.384,3.189,-0.45
1202,88.53,-0.1218,624,11.827,3.676,1.74
1203,88.44,-0.1732,607,11.412,4.504,-4.07
1204,88.14,-0.2243,571,11.058,4.101,4.17
1205,87.97,-0.091,633,10.877,4.082,2.63
1206,87.94,0.0249,642,11.206,3.57,-0.33
1207,88.03,0.1256,641,11.292,3.287,8.5
1208,88.14,0.069,585,10.963,3.3,6.21
1209,88.09,-0.0019,637,10.348,2.74,4.82
1210,88.02,0.0266,627,11.007,2.945,4.37
1211,87.86,-0.1217,649,11.328,2.042,3.78
1212,87.88,0.1016,633,10.075,1.939,4.1
1213,87.8,-0.1138,711,11.308,2.391,5.93
1214,87.85,0.1026,674,11.106,1.994,3.37
1215,88.07,0.27,706,11.664,2.87,4.44
1216,88.03,-0.1178,728,11.236,3.418,7.22
1217,87.76,-0.3445,736,11.589,3.843,2.79
1218,87.59,-0.2044,744,12.287,3.202,2.93
1219,87.33,-0.2544,740,12.289,3.625,3.25
1220,87.11,-0.1969,763,12.5,4.05,-1.23
1221,87.26,0.1449,765,12.452,3.619,-0.7
1222,87.25,-0.0088,734,13.187,3.718,-2.65
1223,86.98,-0.273,808,13.536,2.84,-6.32
1224,87.04,0.0632,784,12.53,3.003,-8.01
1225,87.18,0.179,793,13.049,2.919,1.46
1226,87.09,-0.068,801,12.576,2.295,-9.04
1227,86.95,-0.1423,786,12.732,2.468,-7.64
1228,86.86,-0.0755,793,12.915,2.308,-12.32
1229,86.86,-0.0169,783,12.224,2.267,-14.52
1230,86.92,0.0987,829,11.735,2.261,-19.17
1231,87.05,0.1162,843,10.956,2.765,-14.22
1232,87.2,0.2277,818,11.671,3.248,-9.31
1233,87.34,0.1418,790,11.584,3.402,-14.89
1234,87.51,0.1838,834,9.527,3.949,-18.97
1235,87.57,0.0282,794,10.432,4.092,-14.33
1236,87.3,-0.2792,761,9.791,3.69,-15.41
1237,87.25,-0.0431,746,9.022,4.008,-16.49
1238,87.26,0.0173,776,10.294,4.158,-21.05
1239,87.17,-0.1181,789,9.576,3.793,-17.29
1240,87.28,0.0502,740,10.258,3.245,-13.01
1241,87.2,-0.0799,721,8.842,2.657,-16.44
1242,87.03,-0.1581,713,9.035,2.861,-10.55
1243,87.21,0.218,685,8.624,2.744,-14.02
1244,87.29,0.1369,675,9.523,2.992,-15.29
1245,87.29,-0.0064,673,8.85,2.72,-13.59
1246,87.41,0.0173,636,9.724,2.957,-8.63
1247,87.54,0.1307,651,10.666,3.347,-17.24
1248,87.57,-0.061,595,10.613,3.989,-13.32
1249,87.18,-0.4519,611,11.066,4.213,-14.1
1250,87.06,-0.0685,586,10.893,4.793,-9.15
1251,86.97,-0.0576,553,11.412,4.284,-6.9
1252,86.8,-0.1958,538,11.161,4.838,-7.86
1253,86.81,-0.0168,520,10.742,4.579,-10.01
1254,86.98,0.1604,544,11.678,4.823,-5.79
1255,86.89,-0.1729,479,11.451,4.014,-11.71
1256,86.7,-0.1583,505,11.075,4.109,-2.95
1257,86.99,0.276,488,10.847,3.827,-7.28
1258,86.91,0.0139,448,11.836,3.146,-0.73
1259,86.72,-0.2465,476,10.262,3.279,-7.25
1260,86.74,0.0776,387,10.421,3.196,-0.89
1261,86.8,0.023,431,10.724,3.222,-2.37
1262,86.68,-0.0611,421,10.536,3.374,-5.28
1263,86.79,0.0647,413,10.025,3.469,-13.58
1264,86.71,-0.041,425,8.835,4.352,-7.99
1265,86.57,-0.1639,398,9.755,4.609,-6.33
1266,86.59,-0.017,400,8.842,4.934,-11.37
1267,86.7,0.1061,427,7.875,5.077,-6.63
1268,86.6,-0.0728,403,8.838,5.315,-13.36
1269,86.65,0.0689,387,8.03,5.01,-13.87
1270,86.63,0.0643,423,6.999,4.803,-5.96
1271,87.05,0.4649,415,6.468,4.983,-14.54
1272,86.94,-0.2366,412,7.601,4.711,-18.03
1273,87.15,0.1889,441,7.353,4.506,-17.49
1274,87.14,-0.1054,423,7.829,4.259,-14.87
1275,87.12,-0.0362,428,7.861,3.657,-22.73
1276,87.23,0.1415,452,7.548,3.661,-20.65
1277,87.36,0.07,464,8.314,3.901,-20.2
1278,87.55,0.1339,479,8.428,4.877,-22.51
1279,87.6,0.0592,465,8.039,4.819,-21.49
1280,87.51,-0.1016,534,9.18,4.672,-27.21
1281,87.43,0.001,532,9.142,5.646,-20.23
1282,87.51,0.0953,539,9.19,5.884,-22.47
1283,87.59,0.1163,559,9.662,5.75,-20.56
1284,87.8,0.2993,522,9.282,6.198,-21.94
1285,87.86,0.0401,607,9.428,6.035,-21.92
1286,88.02,0.161,585,9.854,5.861,-26.21
1287,88.25,0.1798,631,9.489,5.733,-23.09
1288,88.27,0.0389,611,10.667,5.739,-27.1
1289,88.05,-0.1704,669,9.977,5.331,-22.63
1290,87.87,-0.1083,651,10.079,4.41,-26.7
1291,87.65,-0.2176,668,10.416,4.616,-19.72
1292,87.88,0.2026,713,10.016,5.184,-18.52
1293,87.75,-0.1666,711,10.064,5.537,-23.69
1294,87.93,0.1133,671,8.326,4.787,-21.52
1295,88.01,0.0912,690,9.219,5.755,-21.11
1296,88.27,0.3216,712,7.883,5.332,-23.84
1297,88.41,0.0281,707,7.648,6.486,-17.99
1298,88.39,-0.1288,729,7.528,6.352,-21.79
1299,88.35,0.034,699,7.166,6.981,-18.97
1300,88.35,-0.0742,674,6.848,6.924,-18.07
1301,88.37,0.0351,690,6.78,6.495,-13.43
1302,88.27,-0.151,701,7.191,6.31,-11.14
1303,88.26,0.0245,710,5.26,6.013,-11.06
1304,88.48,0.2699,708,5.546,5.577,-14.4
1305,88.21,-0.2585,711,5.612,4.891,-9.91
1306,88.24,0.0674,682,6.434,5.312,-6.98
1307,88.09,-0.1472,664,6.442,5.517,-15.86
1308,88.1,0.0415,673,6.725,5.362,-5.79
1309,88.2,0.2013,646,7.646,5.719,-9.26
1310,88.17,0.0294,628,6.961,5.642,-12.25
1311,88.27,0.0652,617,6.497,6.264,-12.41
1312,88.01,-0.2975,633,7.654,6.545,-14.49
1313,88.15,0.1341,633,8.582,6.632,-12.6
1314,88.04,-0.123,618,8.907,6.691,-5.59
1315,88.1,0.0748,549,8.136,6.687,-20.34
1316,88.11,-0.026,593,8.433,7.543,-15.71
1317,87.69,-0.3795,538,8.669,7.305,-17.37
1318,87.55,-0.1368,545,8.903,6.625,-22.32
1319,87.55,0.0249,555,8.593,6.705,-18.84
1320,87.75,0.2062,509,8.426,6.551,-20.68
1321,87.77,0.0456,504,9.349,6.849,-15.84
1322,87.77,-0.0502,508,9.221,6.46,-22.45
1323,87.53,-0.163,552,8.312,5.94,-20.12
1324,87.71,0.2011,537,7.799,6.166,-24.84
1325,87.94,0.2618,496,7.52,5.601,-26.63
1326,87.91,0.0024,516,6.974,6.106,-23.56
1327,87.84,-0.0121,517,6.62,6.4,-28.75
1328,87.56,-0.24,523,6.762,6.444,-26.96
1329,87.66,0.1098,506,6.221,7.536,-27.04
1330,88.02,0.3611,554,6.395,7.336,-29.05
1331,88.09,-0.0103,524,5.721,8.024,-27.66
1332,88.24,0.164,556,5.266,7.238,-21.27
1333,88.28,0.0289,516,5.31,7.944,-30.03
1334,88.09,-0.2006,568,4.114,7.745,-30.8
1335,88.25,0.2831,574,5.395,6.944,-22.99
1336,88.03,-0.3159,611,5.043,7.054,-30.02
1337,87.95,-0.0669,546,5.831,6.743,-30.59
1338,87.95,0.0641,624,5.004,6.613,-28.06
1339,88.04,0.142,644,5.261,6.121,-23.41
1340,88.06,0.0859,639,5.053,5.923,-21.34
1341,88.08,-0.0438,687,6.712,5.952,-24.16
1342,87.92,-0.2007,720,6.067,6.484,-20.59
1343,87.69,-0.2008,712,6.785,6.512,-24.58
1344,87.65,-0.0438,728,6.297,6.995,-16.83
1345,87.5,-0.0589,756,7.016,6.59,-17.2
1346,87.27,-0.2224,755,6.53,7.482,-18.01
1347,87.04,-0.2174,788,6.927,7.207,-16.78
1348,86.92,-0.0883,792,7.286,7.835,-11.44
1349,86.6,-0.3278,782,7.166,8.119,-14.26
1350,86.36,-0.232,789,8.071,7.642,-15.2
1351,86.08,-0.3142,848,8.19,7.191,-9.59
1352,86.07,-0.0091,850,8.369,7.23,-15.89
1353,86.09,0.0032,837,7.302,6.035,-14.46
1354,86.35,0.2808,862,7.359,6.217,-8.53
1355,86.09,-0.3277,900,7.464,6.502,-13.22
1356,85.95,-0.2079,845,7.598,5.962,-15.18
1357,86.06,0.1294,869,6.425,5.601,-15.24
1358,85.99,-0.0507,906,6.632,6.013,-10.82
1359,85.91,-0.1257,913,6.965,6.708,-11.56
1360,86.13,0.2177,876,6.206,7.008,-14.6
1361,86.05,-0.1294,881,5.799,7.185,-11.11
1362,85.85,-0.0965,904,5.009,7.656,-16.66
1363,85.62,-0.2995,927,5.122,7.564,-19.0
1364,85.65,0.1134,896,5.382,7.638,-13.9
1365,85.67,-0.0167,845,5.34,7.784,-21.57
1366,85.44,-0.2048,906,3.881,6.742,-17.02
1367,85.27,-0.1797,878,4.793,7.82,-15.01
1368,85.33,0.0438,861,4.382,6.785,-22.28
1369,85.39,0.1174,838,4.125,7.009,-25.26
1370,85.28,-0.0703,875,5.549,6.105,-18.53
1371,85.35,0.0658,846,5.108,6.236,-18.82
1372,85.42,0.0287,837,4.439,5.919,-15.15
1373,85.14,-0.174,823,4.689,5.917,-22.83
1374,85.08,0.0147,812,5.522,5.962,-22.94
1375,85.13,0.0621,807,4.994,6.099,-26.42
1376,85.04,-0.1066,811,5.898,6.87,-20.54
1377,84.71,-0.3104,742,6.527,6.955,-19.81
1378,84.66,-0.0411,749,5.922,7.423,-25.09
1379,84.76,0.1713,729,6.903,6.624,-23.19
1380,85.0,0.189,759,7.253,6.527,-19.87
1381,84.66,-0.3259,707,6.908,7.135,-23.67
1382,85.06,0.3559,669,7.545,7.263,-18.5
1383,84.89,-0.0992,690,7.768,6.131,-18.79
1384,85.03,0.2397,666,7.683,5.808,-22.62
1385,85.22,0.188,657,7.123,5.507,-23.0
1386,85.37,0.1832,655,7.777,5.432,-22.54
1387,85.4,0.1029,632,7.066,5.574,-22.77
1388,85.23,-0.1777,614,7.142,5.126,-12.99
1389,85.33,0.0601,687,6.847,5.258,-18.62
1390,85.24,-0.0412,643,6.559,4.82,-18.7
1391,84.87,-0.3378,625,5.308,4.948,-18.77
1392,85.31,0.4305,657,6.5,5.86,-15.83
1393,85.43,0.1969,672,5.94,6.131,-10.5
1394,85.71,0.3033,613,5.495,6.04,-10.39
1395,85.59,-0.2059,644,5.476,6.444,-17.72
1396,85.83,0.2583,664,4.756,6.431,-8.44
1397,86.08,0.2573,648,4.709,6.472,-6.51
1398,86.33,0.3499,682,4.895,5.886,-5.12
1399,86.35,0.0196,657,3.528,5.753,-2.43
1400,86.19,-0.1663,679,4.194,5.924,-4.1
1401,86.18,0.0204,701,4.304,4.795,2.51
1402,85.87,-0.2923,724,4.542,4.614,-6.46
1403,85.64,-0.2991,729,4.578,4.347,-0.41
1404,85.68,0.0469,728,4.661,4.631,-6.02
1405,85.55,-0.1374,749,5.394,4.143,-5.09
1406,85.55,0.0737,728,5.928,4.139,1.78
1407,85.56,0.1323,828,6.063,4.522,-0.75
1408,85.87,0.2627,792,6.645,4.574,-5.95
1409,86.09,0.1756,809,6.705,5.343,-2.72
1410,86.11,-0.0193,834,7.47,6.03,-9.99
1411,86.32,0.1782,855,7.798,5.793,-7.65
1412,86.23,-0.1216,864,7.052,5.775,-8.33
1413,86.2,-0.0179,856,7.085,5.636,-11.77
1414,86.36,0.2209,849,7.346,5.177,-5.78
1415,86.2,-0.2214,890,7.569,4.502,-12.34
1416,86.18,-0.089,889,8.137,4.305,-9.59
1417,86.01,-0.2606,903,8.028,4.529,-5.87
1418,86.05,0.1023,922,7.814,3.525,-9.01
1419,86.32,0.3404,934,7.268,4.245,-13.79
1420,86.23,-0.1607,961,7.224,3.285,-13.63
1421,86.29,-0.0192,937,7.125,3.512,-11.76
1422,86.18,-0.1,908,7.091,3.502,-17.63
1423,86.03,-0.0902,956,5.266,3.616,-12.39
1424,85.87,-0.1076,963,6.577,4.098,-12.8
1425,86.11,0.2544,910,6.425,4.434,-10.29
1426,86.48,0.4144,952,5.579,4.632,-14.25
1427,86.58,0.1141,939,6.385,4.966,-14.19
1428,86.49,-0.1105,919,5.866,4.901,-19.72
1429,86.61,0.2251,926,5.671,5.148,-13.35
1430,86.58,-0.027,921,4.449,4.417,-10.71
1431,86.72,0.087,916,5.546,3.967,-12.71
1432,86.78,0.0419,916,5.234,3.687,-12.85
1433,86.84,-0.0143,881,5.312,3.51,-13.06
1434,86.95,0.1119,868,4.217,3.591,-12.69
1435,86.87,-0.013,903,4.744,3.083,-9.35
1436,86.83,-0.1057,818,5.564,2.818,-12.82
1437,86.58,-0.1845,819,5.318,3.012,-5.31
1438,86.53,0.0548,802,6.894,2.734,-7.02
1439,86.32,-0.1789,808,6.025,3.193,-3.4
1440,86.31,-0.065,799,7.255,3.386,-4.39
1441,86.18,-0.1727,734,7.396,3.549,-2.45
1442,86.2,0.0112,769,8.905,4.263,-4.72
1443,86.27,0.0157,705,7.85,3.973,6.3
1444,86.07,-0.2646,766,8.808,4.063,4.6
1445,85.95,-0.125,685,8.093,3.825,3.08
1446,85.81,-0.1414,707,7.924,4.049,0.41
1447,85.93,0.1505,666,8.772,3.347,10.36
1448,86.19,0.2033,673,9.284,3.958,6.81
1449,86.32,0.2279,632,8.407,2.7,5.44
1450,86.27,0.0064,639,9.127,2.978,4.56
1451,86.49,0.2692,627,8.803,2.683,6.72
1452,86.26,-0.2556,620,8.376,2.7,11.34
1453,86.48,0.3153,628,8.28,2.526,4.96
1454,86.38,-0.1129,597,8.024,2.327,7.23
1455,85.96,-0.3242,596,7.419,3.518,7.33
1456,86.36,0.4525,573,7.531,3.219,9.04
1457,86.59,0.1926,595,7.41,3.118,10.3
1458,86.43,-0.1773,588,6.605,4.071,6.76
1459,86.45,0.1186,617,5.473,3.828,7.08
1460,86.41,0.0171,616,6.868,3.682,6.41
1461,86.42,0.0063,592,6.077,4.01,2.38
1462,86.19,-0.2139,621,6.581,3.654,3.73
1463,86.08,-0.0942,644,5.848,3.544,-0.58
1464,86.15,0.0293,621,6.465,3.036,2.92
1465,86.17,0.0209,611,6.236,3.038,1.5
1466,86.34,0.1442,693,6.317,2.592,1.22
1467,86.35,-0.0122,665,6.629,2.174,-2.01
1468,86.69,0.3729,679,7.056,2.222,6.42
1469,86.58,-0.1581,726,6.297,2.592,1.97
1470,86.61,0.0725,672,8.06,2.44,-2.71
1471,86.32,-0.2846,706,8.273,2.493,-5.01
1472,86.12,-0.1523,674,8.272,3.05,-2.77
1473,86.31,0.2415,734,7.654,3.482,-3.67
1474,86.16,-0.0811,744,9.187,3.718,-3.04
1475,86.24,0.1093,732,9.081,3.357,-1.89
1476,86.22,0.0248,742,10.153,3.484,-6.23
1477,86.06,-0.1666,766,9.358,3.677,-4.83
1478,86.0,-0.0241,775,9.673,3.839,-1.91
1479,85.92,-0.1221,820,10.377,3.404,-7.36
1480,85.84,-0.0847,791,8.926,3.503,6.22
1481,85.95,0.1519,800,9.796,3.216,2.68
1482,86.05,0.0973,806,9.862,2.739,1.84
1483,85.96,-0.0614,782,8.727,2.395,4.84
1484,85.82,-0.1853,807,9.253,2.248,3.64
1485,85.86,0.1154,792,9.648,2.113,4.09
1486,85.85,-0.0385,822,9.486,2.618,6.77
1487,86.01,0.1804,775,9.894,2.504,7.07
1488,86.41,0.4045,794,9.306,3.42,11.27
1489,86.54,0.1815,818,7.942,2.987,9.27
1490,86.54,-0.015,765,8.747,4.117,14.01
1491,86.52,-0.0654,770,8.339,3.902,16.99
1492,86.39,-0.212,813,8.023,3.826,14.92
1493,86.27,-0.1386,757,7.276,4.045,14.39
1494,86.13,-0.1964,772,8.653,3.896,11.29
1495,86.08,-0.0174,767,8.564,3.639,14.14
1496,86.02,0.0245,726,7.872,2.962,13.39
1497,86.15,0.0177,699,7.404,2.23,17.01
1498,86.1,-0.1056,749,7.379,3.118,20.84
1499,86.09,0.0061,691,7.575,2.698,13.28
1500,85.92,-0.0994,696,8.793,2.874,19.72
1501,86.19,0.2848,653,7.802,2.039,13.46
1502,86.28,0.1164,658,9.501,2.845,17.34
1503,86.57,0.3191,606,9.188,2.96,20.71
1504,86.71,0.1751,587,9.788,3.627,16.65
1505,86.96,0.3339,576,10.329,4.224,21.9
1506,86.95,0.0228,566,11.458,3.88,17.99
1507,87.08,0.076,548,10.958,4.58,16.18
1508,87.51,0.4141,537,10.79,4.688,16.17
1509,87.36,-0.1397,535,11.292,3.894,15.09
1510,87.57,0.1703,500,11.364,4.348,15.62
1511,87.85,0.2774,514,11.449,4.156,9.9
1512,87.95,0.0738,468,11.56,3.804,12.55
1513,88.09,0.1178,481,11.042,3.773,9.84
1514,88.32,0.2661,481,11.648,3.777,11.58
1515,88.26,-0.0796,479,10.741,3.497,8.1
1516,88.36,0.0494,394,11.82,3.612,9.94
1517,88.26,-0.1264,460,10.905,3.633,14.68
1518,88.2,-0.0581,383,10.307,3.551,14.48
1519,88.14,0.0561,441,10.968,3.703,6.83
1520,88.16,0.0367,408,10.735,3.88,7.76
1521,88.22,0.1436,413,10.211,4.022,9.4
1522,88.34,0.1418,385,9.187,4.715,5.53
1523,88.16,-0.2773,423,9.078,5.205,7.14
1524,88.51,0.3721,419,9.802,5.179,5.24
1525,88.73,0.1845,397,10.504,5.187,9.56
1526,88.89,0.0939,399,9.435,5.329,4.83
1527,88.88,-0.0581,434,9.417,5.143,14.51
1528,88.92,0.1278,444,9.579,4.542,5.8
1529,89.05,0.0569,446,8.945,4.32,9.51
1530,89.16,0.0845,431,10.046,3.7,14.85
1531,88.95,-0.1471,448,9.383,4.344,12.63
1532,89.11,0.2005,476,9.944,3.952,5.28
1533,89.61,0.4156,484,9.801,3.332,15.7
1534,89.37,-0.236,501,9.913,4.338,14.72
1535,89.57,0.1807,492,10.458,4.587,17.35
1536,89.68,0.1007,486,10.719,5.217,11.6
1537,89.71,0.0744,524,11.316,5.358,25.19
1538,89.97,0.2357,546,12.596,5.807,14.29
1539,89.84,-0.1446,544,12.292,5.722,24.31
1540,89.91,0.1519,581,12.146,6.249,17.76
1541,90.19,0.1856,572,12.856,5.651,18.7
1542,90.2,0.0037,610,12.559,5.816,25.91
1543,90.19,0.0117,609,13.522,5.708,22.07
1544,90.25,0.0069,678,13.433,5.295,31.14
1545,90.23,-0.0488,673,12.887,5.393,29.85
1546,90.52,0.2231,667,12.998,5.036,27.26
1547,90.42,-0.0816,646,12.964,4.869,24.63
1548,90.6,0.1528,658,12.289,4.839,25.01
1549,90.45,-0.1045,705,12.04,5.031,27.68
1550,90.6,0.2027,695,12.321,5.284,27.33
1551,90.63,0.0335,710,11.709,5.135,24.62
1552,90.27,-0.3709,677,11.888,5.759,25.78
1553,90.31,0.0577,681,12.067,6.039,25.78
1554,90.18,-0.117,715,11.305,6.325,27.64
1555,90.16,-0.0862,709,11.482,6.662,21.69
1556,90.43,0.3337,685,11.871,6.747,22.88
1557,90.3,-0.1195,693,10.656,6.342,24.84
1558,90.17,-0.0834,720,11.472,6.521,22.95
1559,90.42,0.1927,691,10.322,6.673,12.04
1560,90.48,0.1001,705,10.178,6.304,21.41
1561,90.75,0.3806,719,10.896,5.292,16.76
1562,90.83,0.1165,684,10.856,5.451,20.65
1563,90.72,-0.1748,671,10.395,5.601,15.22
1564,90.74,0.0247,646,11.97,5.077,12.32
1565,90.96,0.2184,672,12.023,5.614,23.89
1566,91.13,0.1866,608,11.428,6.23,10.99
1567,91.15,0.0175,604,12.126,6.204,9.01
1568,91.18,0.0603,614,12.515,6.14,13.01
1569,91.19,-0.0143,574,12.278,6.858,14.97
1570,91.12,-0.0525,612,13.362,6.523,13.67
1571,91.44,0.287,569,12.837,7.221,12.48
1572,91.45,0.0286,581,12.917,6.752,8.61
1573,91.3,-0.1031,555,14.691,7.153,18.37
1574,91.24,-0.0784,546,13.851,6.603,7.01
1575,91.37,0.1642,543,13.909,6.724,13.44
1576,91.48,0.0715,496,14.233,6.534,8.39
1577,91.47,-0.0239,507,13.997,6.682,14.41
1578,91.37,-0.1002,514,15.347,6.26,14.37
1579,91.39,0.0801,563,14.417,6.536,16.62
1580,91.14,-0.2844,532,14.448,6.344,12.85
1581,90.94,-0.1281,528,14.28,6.068,14.34
1582,91.07,0.0594,492,14.659,6.436,11.37
1583,91.0,-0.0729,532,12.273,6.231,16.39
1584,91.06,0.1118,541,13.486,6.852,16.58
1585,91.26,0.2299,535,12.931,7.027,19.83
1586,91.36,0.0551,578,12.633,7.153,18.83
1587,91.36,-0.0536,505,12.936,7.931,23.9
1588,91.69,0.3765,518,12.471,7.52,24.05
1589,91.79,0.0425,544,11.162,7.769,27.25
1590,91.73,-0.023,540,12.019,7.411,28.47
1591,91.84,0.0882,572,11.759,7.532,24.87
1592,91.9,0.0633,595,12.384,7.092,29.7
1593,91.77,-0.0148,598,10.874,6.201,29.21
1594,91.77,0.0892,614,12.318,6.513,22.79
1595,91.74,0.0161,636,12.241,7.036,32.02
1596,91.43,-0.3742,659,12.704,6.405,24.86
1597,91.4,-0.0123,647,12.826,6.587,27.39
1598,91.35,-0.0432,664,11.894,6.604,31.66
1599,91.28,-0.0752,719,13.562,7.164,25.55
1600,91.02,-0.189,705,13.521,6.838,29.59
1601,90.95,-0.1446,713,13.467,7.115,23.98
1602,90.94,0.0067,752,14.619,7.438,23.44
1603,90.95,0.0188,756,14.416,7.329,27.84
1604,90.77,-0.2164,782,15.497,7.501,22.48
1605,90.86,0.1814,794,15.421,8.066,25.65
1606,90.66,-0.2548,823,14.507,7.349,25.92
1607,90.62,-0.0363,843,15.54,7.069,22.28
1608,90.81,0.2022,821,15.203,7.343,20.92
1609,90.7,-0.2204,826,15.18,6.81,16.1
1610,90.61,-0.1536,893,15.053,6.23,14.92
1611,90.77,0.1142,857,15.504,5.991,16.3
1612,90.71,-0.0213,848,14.441,6.053,16.35
1613,90.66,0.0006,849,14.837,6.188,9.51
1614,90.69,0.0632,891,13.625,6.634,11.54
1615,90.84,0.1734,884,14.272,6.676,12.26
1616,90.5,-0.4508,863,13.214,6.585,14.2
1617,90.37,-0.1161,882,12.931,7.085,10.52
1618,90.21,-0.1799,879,13.265,6.975,7.37
1619,90.04,-0.106,919,12.488,7.364,10.46
1620,89.91,-0.0609,900,13.365,8.059,7.43
1621,89.78,-0.0126,891,12.111,7.089,7.95
1622,89.83,0.0864,860,13.307,7.139,11.21
1623,89.69,-0.0906,875,12.849,7.246,17.49
1624,89.71,-0.0276,884,12.475,6.73,17.13
1625,89.77,0.0723,864,12.776,6.249,7.01
1626,89.67,-0.1673,872,12.661,5.822,18.97
1627,89.69,0.0738,842,13.866,5.594,7.54
1628,89.95,0.2004,842,13.146,5.959,11.63
1629,90.0,0.0488,825,12.845,5.744,11.9
1630,89.91,-0.1285,792,13.588,6.015,18.71
1631,89.91,-0.0218,817,13.52,6.341,14.14
1632,89.78,-0.1047,784,13.95,5.986,19.47
1633,89.83,0.0268,780,13.992,6.174,15.96
1634,89.97,0.1582,729,14.304,7.036,17.72
1635,89.86,-0.1609,716,15.243,7.33,17.12
1636,89.84,0.0551,721,15.037,7.071,19.31
1637,90.02,0.1553,697,15.624,7.206,18.62
1638,89.96,-0.0067,714,15.236,6.307,27.94
1639,90.01,0.1562,699,15.429,6.363,26.63
1640,89.86,-0.2605,705,15.27,5.957,25.63
1641,89.76,-0.155,684,16.105,5.607,30.1
1642,89.69,-0.0674,642,16.192,5.607,22.24
1643,90.04,0.4081,676,15.203,4.463,20.37
1644,90.0,-0.0629,639,15.498,4.993,20.11
1645,89.94,-0.0365,633,14.121,5.462,17.67
1646,89.87,-0.0971,647,13.941,5.182,21.07
1647,89.87,0.0287,644,14.641,5.17,22.34
1648,89.99,0.0624,665,13.127,5.855,17.67
1649,90.04,0.097,702,15.055,5.628,20.78
1650,90.37,0.1835,657,13.895,6.487,19.64
1651,90.43,-0.0368,681,13.985,6.141,16.22
1652,90.67,0.337,654,12.855,6.779,13.52
1653,90.74,0.0781,671,12.039,6.369,16.59
1654,90.85,0.0735,662,12.122,5.687,14.45
1655,90.66,-0.0761,673,12.034,5.697,11.05
1656,90.66,0.063,719,12.843,5.347,7.54
1657,90.68,0.0758,712,11.934,5.201,16.23
1658,90.67,-0.029,724,12.119,4.307,12.59
1659,90.37,-0.2624,712,13.419,4.757,7.46
1660,90.53,0.1868,776,12.222,4.108,5.32
1661,90.5,-0.1135,752,12.724,3.859,8.78
1662,90.45,-0.0068,757,13.957,4.462,3.89
1663,90.44,-0.0191,785,14.786,4.506,5.54
1664,90.43,0.0596,813,13.017,5.009,-3.05
1665,90.52,0.1555,829,12.912,5.708,3.96
1666,90.35,-0.1958,858,14.028,5.421,5.36
1667,90.23,-0.1432,822,14.721,6.081,5.79
