sequence,Price,Return,Volume,Volatility,BidAskSpread,OrderFlowImbalance
1721,93.08,0.1555,632,10.538,2.358,-9.41
1722,92.94,-0.1215,663,10.385,2.628,-6.75
1723,92.84,-0.116,663,10.339,2.815,1.03
1724,92.98,0.1322,655,11.182,2.754,-6.96
1725,92.85,-0.1544,678,10.773,2.085,2.1
1726,92.81,0.0836,706,11.177,1.917,-5.16
1727,93.0,0.1809,672,11.567,2.872,-6.21
1728,92.98,-0.0673,719,11.68,3.246,-2.53
1729,92.73,-0.2657,742,12.353,3.644,1.52
1730,92.64,-0.1138,711,12.124,3.729,-4.21
1731,92.69,0.0112,716,12.648,3.547,-3.92
1732,92.62,-0.0393,735,12.559,3.561,-1.42
1733,92.76,0.147,754,12.688,2.814,-1.82
1734,92.91,0.1603,743,13.589,2.78,-1.85
1735,92.77,-0.0918,795,13.588,3.068,0.91
1736,92.65,-0.0651,781,13.278,2.928,1.92
1737,92.59,-0.0776,785,13.062,2.638,6.06
1738,92.37,-0.1632,812,12.057,2.039,-0.53
1739,92.39,0.0365,818,12.189,2.719,3.57
1740,92.32,-0.0723,814,12.192,2.753,4.11
1741,92.4,0.0997,819,11.778,2.586,3.6
1742,92.27,-0.127,842,12.517,2.546,7.56
1743,92.1,-0.2304,845,10.939,2.618,3.15
1744,92.33,0.228,833,10.463,3.365,0.49
1745,92.16,-0.2548,844,10.63,3.556,0.54
1746,92.04,-0.0978,827,10.348,3.631,-1.24
1747,91.89,-0.202,813,9.749,3.871,-1.15
1748,91.81,-0.0751,787,10.566,4.614,-5.53
1749,91.64,-0.1635,799,10.02,3.403,-4.73
1750,91.6,-0.0885,745,9.568,3.885,-5.35
1751,91.46,-0.0861,766,8.971,3.77,-9.42
1752,91.37,-0.1214,752,10.031,3.386,-6.96
1753,91.39,0.0347,722,8.04,3.004,-10.51
1754,91.47,0.0358,726,9.295,2.737,-12.31
1755,91.51,0.0856,709,8.856,2.769,-8.68
1756,91.37,-0.0596,668,8.546,2.616,-17.04
1757,91.41,0.0575,657,9.914,2.576,-18.3
1758,91.36,-0.0144,617,10.204,3.277,-14.55
1759,91.32,-0.0749,632,10.4,3.373,-14.35
1760,91.04,-0.2648,631,10.933,3.355,-19.31
1761,91.12,0.062,580,9.729,3.238,-20.0
1762,91.08,0.0327,582,11.154,4.471,-19.84
1763,91.31,0.2051,547,11.483,5.154,-19.71
1764,91.39,0.1069,515,11.448,4.89,-20.37
1765,91.2,-0.1732,542,10.416,4.52,-20.39
1766,90.98,-0.1488,514,11.544,4.252,-15.16
1767,91.14,0.1914,466,11.451,3.282,-21.46
1768,90.99,-0.242,494,11.448,3.663,-17.8
1769,91.08,0.1571,466,11.214,4.062,-18.26
1770,91.02,-0.1049,425,10.804,2.761,-14.72
1771,91.33,0.3453,485,10.448,3.787,-19.73
1772,91.33,-0.0826,415,10.744,2.852,-14.93
1773,91.55,0.2194,445,9.828,3.43,-14.95
1774,91.74,0.2203,435,8.938,3.71,-14.5
1775,91.66,-0.2026,432,8.712,3.938,-13.29
1776,91.61,-0.1323,383,9.79,4.291,-19.66
1777,91.82,0.3329,422,8.826,4.509,-11.09
1778,91.82,-0.0179,442,9.996,4.603,-11.72
1779,91.68,-0.0409,388,8.28,5.586,-11.67
1780,91.86,0.1879,434,8.685,5.299,-10.42
1781,92.25,0.3538,427,8.986,5.382,-8.09
1782,92.24,-0.0286,414,8.347,5.04,-11.29
1783,92.45,0.1931,407,7.987,4.88,-12.29
1784,92.43,-0.0296,427,8.741,4.007,-2.74
1785,92.63,0.2347,465,8.013,4.166,-8.18
1786,92.6,-0.0327,440,7.273,4.494,-8.95
1787,92.8,0.2692,461,8.81,3.987,-10.77
1788,92.89,0.0863,452,7.618,4.042,-7.39
1789,92.87,-0.0642,434,8.294,3.583,-10.09
1790,92.91,0.0651,438,7.844,3.961,-10.2
1791,92.83,-0.0916,530,8.59,4.525,-7.97
1792,92.67,-0.1093,540,7.976,4.558,-11.58
1793,92.52,-0.1397,539,8.783,5.115,-7.08
1794,92.52,-0.0293,539,9.119,5.663,-10.2
1795,92.37,-0.1302,547,9.283,5.741,-11.75
1796,92.44,0.039,606,9.791,6.492,-6.49
1797,92.53,0.0863,595,9.323,6.145,-15.15
1798,92.61,0.0213,630,10.189,5.893,-15.1
1799,92.54,0.0435,640,9.696,5.785,-15.28
1800,92.56,0.0015,596,10.407,5.453,-16.6
1801,92.56,-0.0502,621,9.649,5.425,-18.67
1802,92.77,0.0924,681,10.412,5.39,-15.53
1803,92.65,-0.043,680,10.277,4.941,-17.54
1804,92.6,0.0287,658,9.05,4.31,-26.62
1805,92.57,-0.0142,713,9.332,4.387,-27.15
1806,92.55,-0.0548,713,8.255,5.385,-25.29
1807,92.45,-0.0985,700,7.326,5.777,-27.41
1808,92.36,-0.1195,726,7.326,5.426,-21.54
1809,92.51,0.1112,715,7.115,5.668,-29.98
1810,92.42,-0.069,726,7.862,6.512,-26.03
1811,92.56,0.1732,732,7.289,6.035,-29.91
1812,92.86,0.2645,746,6.901,6.955,-24.23
1813,93.06,0.2413,714,6.937,6.518,-26.85
1814,92.78,-0.2974,722,6.661,6.013,-21.96
1815,92.9,-0.0404,707,6.351,6.477,-25.95
1816,92.97,0.0011,684,6.389,6.565,-25.33
1817,93.04,0.1112,658,6.063,5.493,-24.41
1818,92.8,-0.2404,667,6.508,6.36,-22.72
1819,92.9,0.153,673,6.124,5.423,-21.79
1820,92.73,-0.1442,661,7.034,5.65,-21.06
1821,92.92,0.2551,626,6.741,5.472,-22.67
1822,93.07,0.1004,639,6.477,5.886,-21.2
1823,93.44,0.4149,638,7.054,6.129,-18.53
1824,93.37,0.031,612,7.797,6.203,-26.55
1825,93.13,-0.2622,634,7.923,6.448,-17.57
1826,93.27,0.0795,584,8.323,7.112,-17.07
1827,93.39,0.1108,625,8.254,6.955,-15.21
1828,93.31,-0.0508,565,8.326,7.669,-18.09
1829,93.5,0.2206,614,8.771,7.194,-16.09
1830,93.58,0.1126,571,8.32,6.989,-19.98
1831,93.37,-0.0589,560,9.319,7.1,-15.02
1832,93.3,-0.1165,551,8.666,6.484,-13.9
1833,93.21,-0.1263,553,8.192,5.656,-12.54
1834,93.17,-0.0034,516,8.178,5.996,-14.86
1835,93.17,-0.0223,510,8.473,6.062,-14.5
1836,93.04,-0.1519,503,7.851,5.938,-15.7
1837,92.99,-0.0499,524,8.42,6.279,-10.43
1838,93.05,0.1428,522,7.188,6.38,-11.89
1839,93.01,-0.0691,541,7.377,6.655,-19.3
1840,92.94,-0.1386,483,6.378,6.847,-15.62
1841,92.87,-0.0557,525,7.241,6.315,-13.34
1842,92.82,-0.021,512,6.851,7.809,-13.61
1843,92.51,-0.2397,577,5.827,7.938,-15.28
1844,92.5,-0.0072,551,5.335,7.893,-16.95
1845,92.31,-0.1904,516,5.755,7.64,-18.74
1846,92.3,-0.0308,544,4.914,7.622,-15.48
1847,92.04,-0.2562,526,6.051,7.099,-17.74
1848,92.15,0.0612,618,5.512,7.467,-17.72
1849,92.15,0.0011,599,5.264,6.492,-14.03
1850,91.92,-0.2981,598,5.335,6.404,-24.14
1851,91.92,0.0332,640,5.166,6.283,-24.5
1852,91.77,-0.1512,645,4.815,6.292,-24.15
1853,92.01,0.2521,662,5.621,6.383,-18.77
1854,92.05,0.0073,658,5.781,6.265,-25.47
1855,91.9,-0.1536,690,5.683,6.805,-26.03
1856,91.9,-0.0278,681,5.58,7.014,-23.99
1857,91.86,0.0532,743,6.853,7.233,-30.96
1858,92.01,0.1756,752,6.786,7.809,-29.06
1859,92.03,0.0097,751,6.314,7.324,-28.24
1860,92.08,0.0726,750,6.955,7.982,-29.87
1861,91.88,-0.165,800,7.103,7.668,-27.2
1862,91.97,0.0959,829,8.509,7.695,-21.1
1863,92.25,0.2226,843,8.028,7.253,-20.12
1864,92.32,0.1591,825,7.493,6.911,-26.34
1865,92.29,-0.0365,825,6.825,6.65,-24.68
1866,92.28,-0.0224,848,8.113,6.625,-24.24
1867,92.11,-0.1913,858,7.539,5.654,-22.67
1868,92.12,0.0422,892,7.257,6.121,-18.32
1869,91.93,-0.2059,890,7.264,5.785,-16.33
1870,91.91,0.0105,911,6.345,6.53,-19.61
1871,91.83,-0.0674,901,6.067,6.664,-17.6
1872,91.68,-0.1206,898,5.25,6.571,-19.84
1873,91.75,0.1182,911,6.103,6.999,-19.28
1874,91.51,-0.2708,909,6.298,7.259,-14.87
1875,91.48,-0.1078,891,5.496,7.697,-8.01
1876,91.27,-0.2387,901,5.044,7.512,-12.94
1877,91.53,0.2683,857,5.164,7.301,-18.9
1878,91.81,0.3054,883,4.798,7.512,-9.89
1879,91.92,0.1366,846,5.408,6.923,-10.99
1880,92.2,0.2229,882,4.72,6.286,-12.72
1881,92.28,0.0573,834,4.945,6.282,-9.18
1882,92.35,0.0572,859,4.209,5.745,-6.48
1883,92.28,-0.1514,836,4.962,5.318,-11.1
1884,92.14,-0.226,828,4.921,6.005,-9.6
1885,92.15,0.0807,780,5.037,5.403,-4.14
1886,92.07,-0.1452,788,5.309,6.106,-11.79
1887,92.0,-0.0737,804,5.825,5.956,-11.01
1888,92.11,0.0737,764,5.763,6.536,-4.66
1889,92.1,-0.0236,748,5.858,6.484,-9.22
1890,91.86,-0.2406,732,5.884,6.554,-17.73
1891,91.84,-0.066,727,6.884,7.045,-11.62
1892,91.73,-0.1776,744,7.868,7.473,-10.54
1893,91.69,-0.0508,743,5.997,6.886,-15.4
1894,91.53,-0.0242,695,7.015,6.176,-10.84
1895,91.72,0.2206,685,8.261,6.247,-12.92
1896,92.02,0.2652,684,7.707,6.54,-17.04
1897,91.87,-0.1165,673,7.02,5.414,-15.94
1898,91.98,0.1747,642,7.205,4.955,-19.49
1899,92.08,0.0603,649,7.299,5.022,-18.81
1900,91.94,-0.148,655,6.944,4.73,-15.44
1901,91.97,0.0601,640,6.816,5.327,-24.22
1902,92.2,0.218,654,6.709,5.348,-16.34
1903,92.35,0.1253,662,6.088,5.403,-21.7
1904,92.61,0.2971,623,6.051,5.915,-20.56
1905,92.46,-0.161,628,5.565,5.835,-22.17
1906,92.37,-0.1048,645,4.579,6.472,-23.4
1907,92.44,0.0499,624,5.138,6.325,-20.78
1908,92.52,0.0961,687,5.273,6.729,-21.35
1909,92.55,0.073,668,4.349,5.915,-24.04
1910,92.52,-0.055,680,5.09,5.767,-17.35
1911,92.48,0.0285,699,5.329,5.467,-15.9
1912,92.42,-0.1963,650,5.008,5.134,-17.26
1913,92.52,0.0995,708,5.116,4.525,-18.17
1914,92.13,-0.3511,692,3.958,4.789,-18.29
1915,92.4,0.3624,731,5.304,4.485,-23.57
1916,92.35,0.023,740,5.272,4.799,-12.45
1917,92.17,-0.2733,742,5.257,4.731,-13.32
1918,92.28,0.1055,772,5.726,4.144,-12.72
1919,92.1,-0.175,807,5.558,4.303,-15.07
1920,92.19,0.0222,825,6.326,5.215,-8.19
1921,92.17,-0.0947,822,5.853,5.296,-9.7
1922,92.29,0.0785,802,7.316,5.093,-9.44
1923,92.44,0.118,853,8.547,5.544,-5.81
1924,92.66,0.2464,843,7.508,5.336,-6.41
1925,92.62,-0.036,860,8.088,6.18,-8.37
1926,92.61,-0.0938,894,7.398,5.198,-8.36
1927,92.64,-0.0131,899,8.637,5.015,-5.58
1928,92.46,-0.2688,913,7.393,4.668,-1.14
1929,92.58,0.1849,926,7.813,4.337,-3.05
1930,92.63,0.0241,922,8.101,4.278,-0.01
1931,92.46,-0.1887,948,7.259,4.074,-0.68
1932,92.67,0.2121,932,7.494,3.353,-1.43
1933,92.9,0.2072,908,7.684,3.238,-0.37
1934,92.73,-0.1052,958,8.697,4.237,-3.25
1935,92.85,0.1349,921,7.2,4.052,3.85
1936,93.06,0.2546,939,6.998,3.461,0.06
1937,93.22,0.1397,956,5.903,4.344,1.78
1938,93.1,-0.0926,972,6.859,4.748,0.77
1939,92.91,-0.2197,926,5.143,4.173,-2.23
1940,92.92,0.0407,912,6.3,5.176,-0.78
1941,92.87,-0.0428,913,5.406,4.501,-1.25
1942,92.89,0.0688,946,4.618,4.165,-3.74
1943,92.9,-0.0239,904,5.129,4.035,-0.63
1944,93.0,0.107,892,5.318,3.514,-5.11
1945,92.94,-0.1855,885,5.428,3.731,-5.28
1946,92.93,-0.0778,874,5.492,2.86,-5.74
1947,93.4,0.4655,825,5.599,3.255,-2.44
1948,93.4,-0.0512,839,5.928,3.405,-11.83
1949,93.52,0.1197,839,5.475,2.671,-3.23
1950,93.58,0.1519,802,6.406,3.085,-11.38
1951,93.63,0.006,794,6.303,3.749,-4.72
1952,93.51,-0.0766,777,6.435,3.511,-15.06
1953,93.6,0.0518,756,6.843,3.601,-10.55
1954,93.61,0.0007,725,6.788,4.246,-16.68
1955,93.74,0.1546,721,7.18,4.618,-6.11
1956,94.06,0.3013,703,8.01,4.62,-9.64
1957,94.09,0.008,713,8.694,4.29,-8.65
1958,94.22,0.1676,718,9.385,3.98,-4.82
1959,94.07,-0.0819,637,8.365,3.787,-5.03
1960,94.09,-0.0423,652,9.099,3.399,-8.73
1961,94.33,0.2098,643,9.465,2.753,-10.81
1962,94.33,0.0148,619,8.925,2.616,-8.44
1963,94.23,-0.019,665,8.79,2.866,-5.2
1964,94.27,0.1382,614,8.58,2.461,-9.57
1965,94.24,-0.0357,579,9.088,2.478,-6.64
1966,94.21,0.0201,592,8.313,2.195,-0.05
1967,94.15,0.009,633,7.577,2.83,-1.31
1968,94.45,0.2679,580,7.469,3.179,0.86
1969,94.32,-0.1322,590,6.63,3.389,3.16
1970,94.26,-0.0889,579,7.636,3.326,2.71
1971,94.17,-0.0521,574,6.901,3.753,6.58
1972,94.35,0.1733,611,6.818,3.815,7.16
1973,94.31,-0.0168,627,6.493,3.761,10.17
1974,94.5,0.1541,585,6.628,3.602,2.68
1975,94.52,-0.0336,661,6.508,3.58,12.49
1976,94.52,0.0022,630,6.89,2.963,11.73
1977,94.29,-0.2294,607,4.562,3.102,2.89
1978,94.47,0.2577,654,5.957,2.353,3.83
1979,94.55,0.1071,657,7.033,2.364,14.05
1980,94.6,0.126,662,7.631,2.025,12.85
1981,94.58,0.02,684,7.519,2.594,9.3
1982,94.51,-0.021,685,6.527,2.283,16.09
1983,94.32,-0.3025,706,7.724,3.193,13.9
1984,94.46,0.0977,724,9.137,3.114,13.2
1985,94.49,-0.004,704,7.976,3.622,11.6
1986,94.44,-0.0627,773,9.052,3.754,9.24
1987,94.34,-0.0869,755,9.225,3.467,17.36
1988,94.35,0.0537,744,8.464,3.604,13.43
1989,94.34,-0.0073,754,9.592,3.764,7.02
1990,94.58,0.1293,791,9.795,3.05,3.96
1991,94.7,0.197,788,9.474,3.516,5.77
1992,94.61,-0.0916,789,9.678,2.517,3.9
1993,94.44,-0.1505,787,10.586,2.949,7.38
1994,94.4,-0.0524,807,9.899,2.282,9.27
1995,94.27,-0.0877,814,10.065,2.697,8.15
1996,94.28,0.0485,823,10.975,2.483,4.74
1997,94.35,0.0034,845,9.039,2.487,3.56
1998,94.45,0.0845,808,9.22,3.31,4.85
1999,94.51,0.1016,819,9.144,2.525,1.92
2000,94.49,0.0127,807,8.665,2.832,3.51
2001,94.59,0.1614,771,8.323,3.357,2.57
2002,94.46,-0.1369,792,8.56,3.491,-0.55
2003,94.46,0.0144,791,8.124,3.967,2.46
2004,94.59,0.1301,816,8.173,4.376,3.83
2005,94.65,0.0663,795,7.91,4.044,3.47
2006,94.47,-0.1969,735,8.751,4.296,-0.64
2007,94.31,-0.1051,811,7.412,3.513,6.2
2008,94.09,-0.2743,774,7.915,3.424,5.1
2009,94.37,0.2989,713,7.909,2.931,-1.0
2010,94.16,-0.2621,711,7.752,2.478,6.57
2011,94.16,0.0304,720,6.866,2.881,3.69
2012,94.46,0.3062,690,8.843,3.085,12.13
2013,94.64,0.3148,670,9.226,2.849,4.13
2014,94.86,0.197,648,9.319,2.802,8.48
2015,94.81,0.0574,651,8.787,2.509,11.93
2016,94.95,0.1224,617,10.313,3.367,10.21
2017,95.44,0.5264,628,10.359,4.149,8.83
2018,95.46,0.0588,572,10.591,4.682,10.5
2019,95.55,0.0374,558,10.627,4.016,18.93
2020,95.54,-0.0052,569,10.863,4.751,10.6
2021,95.57,0.0864,520,10.534,4.738,14.62
2022,95.66,0.0346,503,12.22,3.868,16.68
2023,95.9,0.3126,498,12.198,3.845,16.06
2024,95.81,-0.169,468,11.507,4.076,19.61
2025,95.63,-0.1504,462,12.406,3.65,17.33
2026,95.68,0.0041,456,11.405,3.476,18.76
2027,95.75,0.0337,450,10.804,3.417,25.31
2028,96.0,0.2936,405,11.319,3.082,23.36
2029,96.15,0.1977,405,10.674,2.695,20.51
2030,96.1,-0.016,427,10.469,3.417,26.45
2031,96.23,0.115,434,11.507,3.476,25.16
2032,96.45,0.2387,411,9.463,4.13,23.7
2033,96.54,0.083,407,10.025,4.951,18.93
2034,96.54,0.0452,401,9.266,5.035,21.94
2035,96.69,0.0595,399,10.529,5.255,22.39
2036,96.68,0.0079,421,8.883,5.804,24.33
2037,96.45,-0.1689,412,9.153,4.262,21.95
2038,96.7,0.2321,409,9.478,5.588,14.2
2039,96.56,-0.1652,397,10.017,4.614,16.28
2040,96.56,-0.0478,428,9.08,4.054,19.38
2041,96.57,0.009,416,9.015,4.694,17.28
2042,96.57,-0.0142,463,9.626,4.04,12.72
2043,96.58,0.0497,437,9.131,3.889,9.76
2044,96.42,-0.2196,419,10.061,4.155,9.75
2045,96.55,0.1476,481,10.275,4.085,7.7
2046,96.61,0.0261,478,11.048,4.667,14.69
2047,96.67,-0.014,497,10.849,4.283,12.77
2048,96.88,0.1599,502,11.198,4.478,8.41
2049,97.1,0.1271,519,11.27,4.958,11.43
2050,97.35,0.1356,556,11.904,5.488,6.19
2051,97.69,0.2927,546,12.358,6.391,5.91
2052,97.81,0.2254,556,12.13,5.764,8.25
2053,97.63,-0.2191,566,11.728,6.019,8.53
2054,97.71,0.0967,616,12.868,5.701,5.39
2055,97.77,0.0304,666,13.348,5.489,13.5
2056,97.83,-0.0009,629,12.897,5.213,10.8
2057,97.79,-0.0243,661,12.748,5.007,8.58
2058,97.71,-0.1648,715,12.729,4.967,11.82
2059,97.88,0.2215,664,12.636,5.266,15.62
2060,98.07,0.1447,658,11.989,5.149,15.55
2061,97.95,-0.0355,686,11.576,4.041,12.36
2062,98.08,0.1718,696,12.049,5.152,18.13
2063,98.1,0.0336,699,12.162,5.035,12.65
2064,98.09,-0.0184,710,11.081,5.558,11.42
2065,98.24,0.1327,722,11.836,5.609,22.92
2066,98.27,0.0261,712,11.43,6.124,23.67
2067,98.23,-0.0243,740,11.263,7.091,20.61
2068,98.28,0.0794,728,10.717,7.372,24.21
2069,98.03,-0.2482,704,9.946,6.381,19.97
2070,97.98,-0.0675,714,11.069,6.716,22.02
2071,97.95,-0.0126,662,10.085,6.037,21.03
2072,97.78,-0.2049,708,11.244,6.414,29.98
2073,97.84,0.1178,702,10.625,5.851,22.23
2074,97.91,0.0422,706,11.149,5.57,27.61
2075,97.86,-0.0155,643,10.556,5.888,33.98
2076,97.86,-0.0226,663,11.816,5.278,30.3
2077,97.99,0.1576,645,11.948,5.613,28.75
2078,98.18,0.193,614,12.282,5.704,27.81
2079,98.09,-0.0699,639,12.692,6.16,25.94
2080,98.17,0.1298,605,12.931,6.45,25.17
2081,98.35,0.1662,637,13.195,6.689,26.37
2082,98.37,-0.0185,598,13.495,6.976,24.62
2083,98.27,-0.0965,601,13.714,7.187,25.17
2084,98.18,-0.037,578,13.498,7.005,24.21
2085,98.15,0.0776,573,13.904,7.275,24.23
2086,98.01,-0.1601,536,15.33,7.295,16.53
2087,98.32,0.2198,530,13.844,7.125,21.16
2088,98.25,-0.1142,540,14.475,6.959,18.98
2089,98.32,0.1205,541,14.865,6.564,15.4
2090,98.36,0.0729,508,14.569,6.29,14.84
2091,98.47,0.1825,511,14.615,5.812,19.73
2092,98.42,-0.0023,503,14.296,6.324,16.35
2093,98.23,-0.0913,499,13.828,5.474,18.45
2094,98.48,0.3093,510,14.251,6.202,17.46
2095,98.47,0.0278,496,13.188,7.109,10.6
2096,98.5,0.1251,504,12.332,6.405,13.29
2097,98.53,0.0575,544,12.567,7.29,11.05
2098,98.72,0.2064,541,11.585,7.499,12.88
2099,98.83,0.1758,481,12.289,7.239,11.06
2100,99.01,0.1159,558,11.489,7.148,14.12
2101,99.13,0.0972,592,12.249,7.988,9.67
2102,99.15,-0.0039,566,12.892,7.635,12.53
2103,99.19,0.0563,569,12.946,7.41,11.16
2104,99.07,-0.0999,578,12.335,6.95,10.38
2105,98.78,-0.3688,566,11.312,6.165,14.23
2106,98.74,0.0256,618,12.485,6.778,13.04
2107,98.57,-0.133,613,11.927,6.509,11.49
2108,98.96,0.2607,631,13.016,6.253,17.64
2109,99.18,0.2561,677,12.266,6.743,21.08
2110,99.35,0.1215,671,13.018,6.381,18.11
2111,99.26,-0.1504,717,13.331,6.88,18.39
2112,99.57,0.2529,731,13.262,6.781,25.65
2113,99.3,-0.1621,700,13.908,7.173,16.84
2114,99.12,-0.2236,764,15.185,8.082,21.24
2115,98.99,-0.0857,770,14.732,8.309,26.19
2116,98.84,-0.1358,761,15.481,7.846,25.55
2117,98.85,0.1361,773,16.578,7.969,23.1
2118,98.87,0.0404,823,15.065,8.014,24.86
2119,99.15,0.2521,822,14.68,7.284,22.2
2120,99.3,0.1925,817,14.71,7.012,28.97
2121,99.47,0.2582,827,15.204,6.628,24.04
2122,99.53,0.0665,845,14.445,6.983,25.32
2123,99.5,0.0246,900,15.021,6.163,25.57
2124,99.39,-0.1534,889,14.235,6.576,24.96
2125,99.16,-0.2946,872,15.037,5.852,25.32
2126,99.03,-0.0802,903,15.003,6.048,23.46
2127,98.96,-0.061,903,14.075,6.474,29.29
2128,99.07,0.1407,903,13.815,7.073,22.38
2129,98.82,-0.2824,899,13.415,7.314,26.33
2130,98.61,-0.2525,903,13.378,7.264,24.77
2131,98.64,0.0102,908,13.247,7.483,27.36
2132,98.48,-0.181,854,13.593,7.837,20.36
2133,98.53,0.0353,874,12.773,7.526,18.83
2134,98.47,-0.082,866,12.406,7.207,13.86
2135,98.36,-0.1475,885,11.977,7.157,17.27
2136,98.16,-0.1743,871,12.012,6.63,17.79
2137,98.15,-0.0572,853,11.97,6.529,10.18
2138,98.05,-0.2335,867,12.256,6.16,17.75
2139,97.96,-0.0829,831,12.879,5.468,14.08
2140,97.87,-0.0258,817,12.139,5.672,16.12
2141,97.9,0.0812,809,12.422,5.484,6.71
2142,97.93,0.0672,802,12.707,5.883,9.67
2143,97.68,-0.2731,742,13.843,5.947,10.08
2144,97.67,-0.0678,814,13.78,6.301,8.92
2145,97.74,-0.0074,762,14.225,6.481,7.86
2146,97.9,0.1646,749,15.23,7.034,8.15
2147,98.03,0.1215,725,13.895,6.946,11.81
2148,98.08,0.0916,736,14.917,7.373,11.67
2149,97.92,-0.0846,727,15.118,7.13,6.49
2150,97.82,-0.165,697,15.836,6.703,15.03
2151,97.97,0.1348,689,15.626,6.187,1.82
2152,97.88,-0.127,703,15.209,6.581,9.99
2153,98.05,0.1894,693,15.107,5.831,9.12
2154,98.26,0.2314,677,14.866,5.738,14.6
2155,98.12,-0.1493,634,15.513,5.535,8.17
2156,98.21,0.1206,645,14.373,4.992,7.82
2157,98.21,-0.0332,645,14.466,5.314,10.05
2158,98.53,0.3971,595,14.54,5.912,12.37
2159,98.68,0.194,596,14.491,6.027,8.77
2160,98.63,0.0071,600,13.869,5.825,19.4
2161,98.71,0.1434,668,13.29,5.752,15.55
2162,98.59,-0.1134,656,13.226,6.21,13.39
2163,98.6,-0.112,643,12.955,6.321,19.82
2164,98.65,0.1672,651,12.826,6.956,21.58
2165,98.7,-0.0181,675,12.595,6.07,18.43
2166,98.77,0.0437,700,13.18,6.208,15.83
2167,98.66,-0.0334,684,12.522,5.982,14.34
2168,98.4,-0.2445,666,12.607,5.195,17.85
2169,98.37,-0.021,708,12.323,4.762,26.37
2170,98.27,-0.0479,727,13.716,4.291,21.69
2171,98.19,-0.175,735,12.958,4.452,19.98
2172,98.53,0.3859,711,12.166,4.489,21.74
2173,98.73,0.1148,758,13.698,4.045,22.37
2174,98.73,-0.0195,755,12.476,4.897,21.66
2175,98.54,-0.1178,760,12.626,4.863,21.1
2176,98.37,-0.1495,778,14.158,4.951,13.13
2177,98.45,0.0961,818,13.324,4.965,12.28
2178,98.63,0.1239,835,14.253,5.213,11.32
2179,98.61,-0.0084,848,14.521,5.45,13.44
2180,98.66,0.0082,859,15.15,5.548,17.06
2181,98.72,0.0278,858,14.645,5.256,9.73
2182,98.9,0.24,849,15.697,5.131,12.95
2183,98.64,-0.2655,912,15.147,4.814,3.07
2184,98.68,0.0654,919,15.087,4.884,8.37
2185,98.76,0.0595,892,15.193,4.222,9.61
2186,98.92,0.2099,942,15.528,4.15,3.03
2187,99.0,-0.004,930,14.818,2.787,0.07
2188,98.85,-0.2102,940,14.403,3.552,5.29
2189,98.78,-0.083,898,15.176,3.698,-2.13
2190,98.57,-0.2944,930,13.351,4.078,5.74
2191,98.61,0.0533,939,14.291,3.781,3.71
2192,98.66,0.064,932,13.882,4.313,1.5
2193,98.74,0.0783,946,13.281,4.713,5.24
2194,98.61,-0.1193,960,12.223,4.335,-0.41
2195,98.45,-0.1586,970,12.117,4.633,3.57
2196,98.69,0.3561,956,11.362,4.797,-4.14
2197,98.72,0.064,885,12.546,5.106,-4.7
2198,98.99,0.188,932,11.857,4.685,-2.85
2199,99.06,0.1071,886,12.258,4.268,-3.14
2200,98.84,-0.2923,874,12.125,3.937,-1.25
2201,98.96,0.1885,901,11.316,3.568,0.2
2202,99.15,0.2656,860,12.041,3.395,-6.21
2203,99.08,-0.1471,854,12.599,2.924,-3.07
2204,98.79,-0.2967,812,12.008,2.644,-5.92
2205,98.88,0.0638,813,12.157,3.278,13.16
2206,98.86,-0.0513,805,12.891,3.158,-2.43
2207,98.89,-0.0051,804,12.255,3.755,2.77
2208,98.48,-0.3829,793,12.723,3.568,8.53
2209,98.54,0.0713,777,13.339,4.071,4.69
2210,98.11,-0.4623,698,13.587,3.581,8.1
2211,97.97,-0.2655,720,13.396,4.036,6.52
2212,98.09,0.1107,703,13.764,3.934,7.25
2213,97.8,-0.3278,681,13.549,4.495,6.39
2214,97.5,-0.1955,686,14.82,3.493,4.08
2215,97.42,-0.0931,664,15.121,3.98,10.35
2216,97.64,0.25,638,14.539,3.078,10.22
2217,97.86,0.1817,625,13.213,3.351,8.18
2218,97.75,-0.2336,633,14.4,3.081,8.98
2219,97.88,0.1145,688,14.003,2.402,10.12
2220,97.94,-0.0292,644,13.486,2.439,6.17
2221,97.95,0.0704,581,12.202,2.186,5.17
2222,97.97,0.0459,602,13.396,2.979,9.63
2223,97.84,-0.0501,600,13.126,2.93,4.72
2224,97.93,0.0662,593,12.535,3.366,6.86
2225,98.05,0.1172,623,12.927,3.541,9.91
2226,98.43,0.4605,583,10.94,3.939,8.74
2227,98.53,0.1281,592,12.581,3.995,2.53
2228,98.13,-0.3955,615,11.611,3.343,-0.03
2229,97.91,-0.2067,609,10.053,3.835,-0.69
2230,97.92,-0.0122,618,10.417,3.734,-3.54
2231,97.9,-0.0756,598,12.04,3.202,-3.04
2232,97.58,-0.3215,614,11.011,2.87,1.52
2233,97.52,-0.0895,649,10.61,2.83,-6.92
2234,97.42,-0.1532,646,10.604,2.487,-9.5
2235,97.38,-0.0818,688,10.898,2.372,-3.05
2236,97.32,-0.0898,626,11.287,2.222,-6.92
2237,97.41,0.0236,655,11.481,2.465,-10.0
2238,97.59,0.1716,703,11.702,2.383,-10.54
2239,97.65,0.0983,723,11.199,2.359,-8.24
